Name,Name Translation,Category,Genre (Google Play),Handle,Downloads,Developer,Exodus Privacy Report URL,Google Play URL,VirusTotal Report URL,Version (latest available),Checksum (latest available),Developer Email,Developer Website,Developer Privacy Policy,Google Play Status,Last Checked,Exponea (Infinario),Fysical (BeaconsInSpace),GeoUniq (Cloud4Wi),OneAudience,Opensignal,Placed (Foursquare),Predicio,Quadrant,Sense360,SignalFrame (Wireless Registry),Sygic,X-Mode
SpeedView: GPS Speedometer,,Navigation,Maps & Navigation,com.codesector.speedview.free,1000000,Code Sector,https://reports.exodus-privacy.eu.org/en/reports/com.codesector.speedview.free/latest/ ,https://play.google.com/store/apps/details?id=com.codesector.speedview.free,https://www.virustotal.com/gui/file/76804fa93d6b99f47b06920455771b214816798dc12e13c3735a8001491f7f3a/detection,3.9.9,76804fa93d6b99f47b06920455771b214816798dc12e13c3735a8001491f7f3a,speedview@codesector.com,http://codesector.com/speedview,http://codesector.com/privacy,,2021-01-20,,,,,,,,,Sense360,,,
GPS Speedometer and Odometer (Mileage Tracker),,Navigation,Auto & Vehicles,com.coolniks.niksgps,1000000,COOL NIKS ✔,https://reports.exodus-privacy.eu.org/en/reports/com.coolniks.niksgps/latest/ ,https://play.google.com/store/apps/details?id=com.coolniks.niksgps,https://www.virustotal.com/gui/file/41da8a9be1ef4f7f21b5417905919e5c4984e106c9e6849f88652981f115f6fd/detection,13.2,41da8a9be1ef4f7f21b5417905919e5c4984e106c9e6849f88652981f115f6fd,TeamCoolNiks@gmail.com,None,https://sites.google.com/site/coolnikscom/,,2021-01-20,,,,OneAudience,,,,,Sense360,,,X-Mode
"GPS Speedometer, Odometer, Pedometer Mileage track",,Navigation,Maps & Navigation,com.coolniks.niksgps2,100000,COOL NIKS ✔,https://reports.exodus-privacy.eu.org/en/reports/com.coolniks.niksgps2/latest/ ,https://play.google.com/store/apps/details?id=com.coolniks.niksgps2,https://www.virustotal.com/gui/file/471a3eadea711e1642be57354f62f5e91315b6956464f313870d5fb108c00a5d/detection,2.3.4,471a3eadea711e1642be57354f62f5e91315b6956464f313870d5fb108c00a5d,teamcoolniks@gmail.com,None,https://sites.google.com/site/coolnikscom/,,2021-01-20,,,,,,,,,Sense360,,,X-Mode
My Aurora Forecast - Aurora Alerts Northern Lights,,Weather,Weather,com.jrustonapps.myauroraforecast,500000,jRustonApps B.V.,https://reports.exodus-privacy.eu.org/en/reports/com.jrustonapps.myauroraforecast/latest/ ,https://play.google.com/store/apps/details?id=com.jrustonapps.myauroraforecast,Not Found,2.2.3.3,5649aa15f5fb03de62d4e1b9d01d452bccc5ea9535ea64e7fdf7b3b3c8fc10c2,jake@jrustonapps.com,https://www.jrustonapps.com,https://www.jrustonapps.com/privacy?t=an-fr-15,,2021-01-20,,,,,,,,,Sense360,,,
My Earthquake Alerts - US & Worldwide Earthquakes,,Weather,Weather,com.jrustonapps.myearthquakealerts,1000000,jRustonApps B.V.,https://reports.exodus-privacy.eu.org/en/reports/com.jrustonapps.myearthquakealerts/latest/ ,https://play.google.com/store/apps/details?id=com.jrustonapps.myearthquakealerts,https://www.virustotal.com/gui/file/0c0adc1a98d71887bcb915dba281e76e64a4223241cd27419855a3139f9b26f6/detection,3.1.0,0c0adc1a98d71887bcb915dba281e76e64a4223241cd27419855a3139f9b26f6,jake@jrustonapps.com,https://www.jrustonapps.com,https://www.jrustonapps.com/privacy?t=an-fr-15,,2021-01-20,,,,,,,,,Sense360,,,
My Lightning Tracker - Live Thunderstorm Alerts,,Weather,Weather,com.jrustonapps.mylightningtracker,100000,jRustonApps B.V.,https://reports.exodus-privacy.eu.org/en/reports/com.jrustonapps.mylightningtracker/latest/ ,https://play.google.com/store/apps/details?id=com.jrustonapps.mylightningtracker,Not Found,2.6.0,60b9b7089c5a21aafa5c5bf129a2a95c1a8b24d3f5262b54d0c715545f9d027c,jake@jrustonapps.com,https://www.jrustonapps.com,https://www.jrustonapps.com/privacy?t=an-fr-15,,2021-01-20,,,,,,,,,Sense360,,,
My Moon Phase - Lunar Calendar & Full Moon Phases,,Weather,Weather,com.jrustonapps.mymoonphase,1000000,jRustonApps B.V.,https://reports.exodus-privacy.eu.org/en/reports/com.jrustonapps.mymoonphase/latest/ ,https://play.google.com/store/apps/details?id=com.jrustonapps.mymoonphase,https://www.virustotal.com/gui/file/7eb71664ded703a4f849195c9bf6af493d2e8407a6812114bf26d985277cbc83/detection,2.1.0,7eb71664ded703a4f849195c9bf6af493d2e8407a6812114bf26d985277cbc83,jake@jrustonapps.com,https://www.jrustonapps.com,https://www.jrustonapps.com/privacy?t=an-fr-15,,2021-01-20,,,,,,,,,Sense360,,,
"My Tide Times - Tide Tables, Forecasts & Tides!",,Weather,Weather,com.jrustonapps.mytidetimes,500000,jRustonApps B.V.,https://reports.exodus-privacy.eu.org/en/reports/com.jrustonapps.mytidetimes/latest/ ,https://play.google.com/store/apps/details?id=com.jrustonapps.mytidetimes,Not Found,3.5.3.3,5b252a85017419a8e18e95a8ef1c392d6f8379c5732fd07865cd5da6ead579a5,jake@jrustonapps.com,https://www.jrustonapps.com,https://www.jrustonapps.com/privacy?t=an-fr-15,,2021-01-20,,,,,,,,,Sense360,,,
Guide for Animal Crossing New Leaf (ACNL),,Game,Books & Reference,com.jrustonapps.newleaf,100000,Jake Ruston – jRustonApps B.V.,https://reports.exodus-privacy.eu.org/en/reports/com.jrustonapps.newleaf/latest/ ,https://play.google.com/store/apps/details?id=com.jrustonapps.newleaf,Not Found,4.3.4.2,d29db14781632184c2e13e62ab9eb227af693b6a9c6530b5982104a1e5ae39ef,jake@jrustonapps.com,https://www.jrustonapps.com,https://www.jrustonapps.com/privacy?t=an-fr-15,,2021-01-20,,,,,,,,,Sense360,,,
global storms,,Weather,Weather,com.kellytechnology.NOAA_Now,1000000,Kelly Technology Inc.,https://reports.exodus-privacy.eu.org/en/reports/com.kellytechnology.NOAA_Now/latest/ ,https://play.google.com/store/apps/details?id=com.kellytechnology.NOAA_Now,https://www.virustotal.com/gui/file/5118441f7f87a234d3749dfbbb7e44271b1ea40c5702889835d0a3a698ba1198/detection,10.16.3,5118441f7f87a234d3749dfbbb7e44271b1ea40c5702889835d0a3a698ba1198,support@kellytechnology.com,https://www.kellytechnology.com,https://www.kellytechnology.com/privacy/privacy_policy.html,,2021-01-20,,,,,,,,,Sense360,SignalFrame (Wireless Registry),,X-Mode
Coupon Sherpa,,Shopping,Shopping,com.kinoli.couponsherpa,500000,"Kinoli, Inc.",https://reports.exodus-privacy.eu.org/en/reports/com.kinoli.couponsherpa/latest/ ,https://play.google.com/store/apps/details?id=com.kinoli.couponsherpa,https://www.virustotal.com/gui/file/2d61d7cf24e7e2b945a3343e4e1531d00201fb80e88f77a86fd41c99219e8ffb/detection,3.0.3,2d61d7cf24e7e2b945a3343e4e1531d00201fb80e88f77a86fd41c99219e8ffb,feedback@couponsherpa.com,http://www.couponsherpa.com,http://www.couponsherpa.com/privacy/,,2021-01-20,,,,,,,,,Sense360,,,
InboxDollars,,Shopping,Entertainment,com.mentormate.android.inboxdollars,5000000,InboxDollars,https://reports.exodus-privacy.eu.org/en/reports/com.mentormate.android.inboxdollars/latest/ ,https://play.google.com/store/apps/details?id=com.mentormate.android.inboxdollars,https://www.virustotal.com/gui/file/e0a024efd1182760d5a0d2524403a9cb92e4623f22d1d90c8cf706507fe33088/detection,2.27.3,e0a024efd1182760d5a0d2524403a9cb92e4623f22d1d90c8cf706507fe33088,GooglePlay@prodege.com,https://www.inboxdollars.com,http://www.inboxdollars.com/pages/privacy,,2021-01-20,,,,,,,,,Sense360,,,
SB Answer - Surveys that Pay,,Shopping,Lifestyle,com.prodege.answer,1000000,Prodege,https://reports.exodus-privacy.eu.org/en/reports/com.prodege.answer/latest/ ,https://play.google.com/store/apps/details?id=com.prodege.answer,Not Found,2.5.1,9321454973130eedaec17e091981b1af175408bf822645cb91fc5d3ac7799394,GooglePlay@prodege.com,http://www.swagbucks.com,https://www.prodege.com/privacy-policy/,,2021-01-20,,,,,,,,,Sense360,,,
Swagbucks,,Shopping,Lifestyle,com.prodege.swagbucksmobile,1000000,Prodege,https://reports.exodus-privacy.eu.org/en/reports/com.prodege.swagbucksmobile/latest/ ,https://play.google.com/store/apps/details?id=com.prodege.swagbucksmobile,https://www.virustotal.com/gui/file/cf626a12d94e770a7964d190e4a890ad84f6b6a666dd384f868a6f617552d556/detection,3.9.3,cf626a12d94e770a7964d190e4a890ad84f6b6a666dd384f868a6f617552d556,GooglePlay@prodege.com,http://swagbucks.com,https://www.prodege.com/privacy-policy/,,2021-01-20,,,,,,,,,Sense360,,,
AC Forums App for Android™,,Social,News & Magazines,com.quoord.tapatalkacf.activity,100000,Mobile Nations,https://reports.exodus-privacy.eu.org/en/reports/com.quoord.tapatalkacf.activity/latest/ ,https://play.google.com/store/apps/details?id=com.quoord.tapatalkacf.activity,https://www.virustotal.com/gui/file/5ba59e579a740105915d60cc2e8e82ee1478281a61b3eb224fa2b16bc67e65f6/detection,8.0.31,5ba59e579a740105915d60cc2e8e82ee1478281a61b3eb224fa2b16bc67e65f6,apps@mobilenations.com,http://www.mobilenations.com,http://www.mobilenations.com/privacy-policy.html,,2021-01-20,,,,,,,,,Sense360,,,
CrackBerry Forums,,Social,News & Magazines,com.quoord.tapatalkcrackbreey.activity,10000,Mobile Nations,https://reports.exodus-privacy.eu.org/en/reports/com.quoord.tapatalkcrackbreey.activity/latest/ ,https://play.google.com/store/apps/details?id=com.quoord.tapatalkcrackbreey.activity,https://www.virustotal.com/gui/file/6ee7a6d04d2aab92734ce6c55f0f1bdccd08e3fd3fb99319c501621ca6a63d19/detection,8.0.36,6ee7a6d04d2aab92734ce6c55f0f1bdccd08e3fd3fb99319c501621ca6a63d19,apps@mobilenations.com,http://www.mobilenations.com,http://www.mobilenations.com/privacy-policy.html,,2021-01-20,,,,,,,,,Sense360,,,
ExpeditersOnline.com Forum App,,Social,Social,com.quoord.tapatalkeo.activity,5000,"On Time Media, LLC",https://reports.exodus-privacy.eu.org/en/reports/com.quoord.tapatalkeo.activity/latest/ ,https://play.google.com/store/apps/details?id=com.quoord.tapatalkeo.activity,https://www.virustotal.com/gui/file/d1183fcb50b4697d4d70957ea0e0362c24f530a94e5e05a6dd595a39d31865fe/detection,8.0.25,d1183fcb50b4697d4d70957ea0e0362c24f530a94e5e05a6dd595a39d31865fe,app@expeditersonline.com,http://www.expeditersonline.com,https://www.expeditersonline.com/forums/privacy-policy.html,,2021-01-20,,,,,,,,,Sense360,,,
"Tapatalk - 200,000+ Forums",,Social,Social,com.quoord.tapatalkpro.activity,10000000,Tapatalk Inc.,https://reports.exodus-privacy.eu.org/en/reports/com.quoord.tapatalkpro.activity/latest/ ,https://play.google.com/store/apps/details?id=com.quoord.tapatalkpro.activity,https://www.virustotal.com/gui/file/90def57389af83d7b2746adbbbaa8ffba37b7174430ac9211998a8454b65efe1/detection,8.8.14,90def57389af83d7b2746adbbbaa8ffba37b7174430ac9211998a8454b65efe1,support@tapatalk.com,http://tapatalk.com,http://tapatalk.com/privacy.php,,2021-01-20,,,,,,,,,Sense360,,,
Light Flow - LED Control,,Utility,,com.rageconsulting.android.lightflowlite,5000000,Reactle,https://reports.exodus-privacy.eu.org/en/reports/com.rageconsulting.android.lightflowlite/latest/ ,https://play.google.com/store/apps/details?id=com.rageconsulting.android.lightflowlite,https://www.virustotal.com/gui/file/c969101fab0d21a178b642cb4ae9df911bb12a24968c8b082c183a6a957f5d8b/detection,3.75.00,c969101fab0d21a178b642cb4ae9df911bb12a24968c8b082c183a6a957f5d8b,,,,Not Found,2021-01-20,,,,,,,,,Sense360,,,
ScanLife Barcode & QR Reader,,Photo,,com.ScanLife,10000000,"Alexander Prokofiev, Scanbuy, Scanbuy",https://reports.exodus-privacy.eu.org/en/reports/com.ScanLife/latest/ ,https://play.google.com/store/apps/details?id=com.ScanLife,https://www.virustotal.com/gui/file/fcd235d702f39d72c2e7f8a103c7f353bf957c5ba425d1c4ae597ce821ed2280/detection,8.3.5,fcd235d702f39d72c2e7f8a103c7f353bf957c5ba425d1c4ae597ce821ed2280,,,,Not Found,2021-01-20,,,,,,,,,Sense360,,,
Surveys On The Go®,,Shopping,Lifestyle,com.sotg.surveys,1000000,"MFour Mobile Research, Inc",https://reports.exodus-privacy.eu.org/en/reports/com.sotg.surveys/latest/ ,https://play.google.com/store/apps/details?id=com.sotg.surveys,https://www.virustotal.com/gui/file/d198b89354be36aac627e2a5f6ef89fa5bbed8c9ecb739fe78db86fbded11f9e/detection,2.34,d198b89354be36aac627e2a5f6ef89fa5bbed8c9ecb739fe78db86fbded11f9e,support@surveysonthego.net,http://www.surveysonthego.com,http://www.surveysonthego.net/terms,,2021-01-20,,,,,,,,,Sense360,,,
QuickThoughts: Take Surveys Earn Gift Card Rewards,,Shopping,Lifestyle,com.surveysampling.mobile.quickthoughts,5000000,Survey Sampling Intl. LLC,https://reports.exodus-privacy.eu.org/en/reports/com.surveysampling.mobile.quickthoughts/latest/ ,https://play.google.com/store/apps/details?id=com.surveysampling.mobile.quickthoughts,https://www.virustotal.com/gui/file/992b5f3852baa08164a17db1552e800b814b1c4021696dc73e534521100eec6f/detection,2.19.3,992b5f3852baa08164a17db1552e800b814b1c4021696dc73e534521100eec6f,support@quickthoughtsapp.com,https://www.quickthoughtsapp.com,https://www.quickthoughtsapp.com/privacy,,2021-01-20,,,,,,,,,Sense360,,,
Bowhunting.com Forums,,Social,Social,com.tapatalk.forumsbowhuntingcom,1000,"Hunting Network, LLC.",https://reports.exodus-privacy.eu.org/en/reports/com.tapatalk.forumsbowhuntingcom/latest/ ,https://play.google.com/store/apps/details?id=com.tapatalk.forumsbowhuntingcom,Not Found,8.0.8,1d7cca5cf07eec558bcf3562605ab365e17636ff72374ad03e6b2cce6d20a680,info@bowhunting.com,https://www.bowhunting.com,https://www.bowhunting.com/terms-conditions/,,2021-01-20,,,,,,,,,Sense360,,,
iMore Forums,,Social,News & Magazines,com.tapatalk.forumsimorecom,5000,Mobile Nations,https://reports.exodus-privacy.eu.org/en/reports/com.tapatalk.forumsimorecom/latest/ ,https://play.google.com/store/apps/details?id=com.tapatalk.forumsimorecom,Not Found,8.0.32,18041f389af900ef4c11f9ca1448a5d132c855d9e0996b5b210428ff98dfd273,apps@mobilenations.com,http://www.mobilenations.com,http://www.mobilenations.com/privacy-policy.html,,2021-01-20,,,,,,,,,Sense360,,,
Windows Central Forums,,Social,News & Magazines,com.tapatalk.forumswpcentralcom,10000,Mobile Nations,https://reports.exodus-privacy.eu.org/en/reports/com.tapatalk.forumswpcentralcom/latest/ ,https://play.google.com/store/apps/details?id=com.tapatalk.forumswpcentralcom,Not Found,8.0.31,ee37b73f925e5c8b9b4505add575e9c3aa31c348884b0c2f377c3074211a7788,apps@mobilenations.com,http://www.mobilenations.com,http://www.mobilenations.com/privacy-policy.html,,2021-01-20,,,,,,,,,Sense360,,,
Great Lakes Fisherman,,Social,Sports,com.tapatalk.greatlakesfishermancomforums,5000,BlueEye Design Co.,https://reports.exodus-privacy.eu.org/en/reports/com.tapatalk.greatlakesfishermancomforums/latest/ ,https://play.google.com/store/apps/details?id=com.tapatalk.greatlakesfishermancomforums,Not Found,8.0.21,661e25c1db6e58381a74f905137cf633f59aafd103a920d291f0dc631a2d4264,media@greatlakesfisherman.com,http://www.greatlakesfisherman.com,https://www.greatlakesfisherman.com/fishing-hunting-outdoors/terms,,2021-01-20,,,,,,,,,Sense360,,,
Lake Erie United,,Social,Sports,com.tapatalk.lakeerieunitedcomwalleye,1000,BlueEye Design Co.,https://reports.exodus-privacy.eu.org/en/reports/com.tapatalk.lakeerieunitedcomwalleye/latest/ ,https://play.google.com/store/apps/details?id=com.tapatalk.lakeerieunitedcomwalleye,Not Found,8.0.8,d100005f21ea70a3f5388150705eda91d0944a3d855f252b0e32332b123ad0e9,info@lakeerieunited.com,https://www.lakeerieunited.com,https://www.lakeerieunited.com/walleye/terms,,2021-01-20,,,,,,,,,Sense360,,,
Lake Ontario United,,Social,Sports,com.tapatalk.lakeontariounitedcomfishinghunting,5000,BlueEye Design Co.,https://reports.exodus-privacy.eu.org/en/reports/com.tapatalk.lakeontariounitedcomfishinghunting/latest/ ,https://play.google.com/store/apps/details?id=com.tapatalk.lakeontariounitedcomfishinghunting,https://www.virustotal.com/gui/file/96d24f1a3a7b94a662e195ad0960612963c1602a6ebd38cf78604a38a5f3de68/detection,8.0.25,96d24f1a3a7b94a662e195ad0960612963c1602a6ebd38cf78604a38a5f3de68,info@lakeontariounited.com,https://www.lakeontariounited.com,https://www.lakeontariounited.com/fishing-hunting/terms/,,2021-01-20,,,,,,,,,Sense360,,,
PhonAndroid Forum,,Social,Social,com.tapatalk.phonandroidcomforum,50000,Phonandroid,https://reports.exodus-privacy.eu.org/en/reports/com.tapatalk.phonandroidcomforum/latest/ ,https://play.google.com/store/apps/details?id=com.tapatalk.phonandroidcomforum,Not Found,8.0.90,b8abd9eb9aa57e63d1318f7469249ddfebd8e5793f2f23a153985f9b69803cac,phonandroid@gmail.com,http://www.phonandroid.com,https://tapatalk.com/byo-privacy-policy.php,,2021-01-20,,,,,,,,,Sense360,,,
"YouMail Visual Voicemail, Spam & Robocall Blocker",,Utility,Communication,com.youmail.android.vvm,1000000,"YouMail, Inc",https://reports.exodus-privacy.eu.org/en/reports/com.youmail.android.vvm/latest/ ,https://play.google.com/store/apps/details?id=com.youmail.android.vvm,https://www.virustotal.com/gui/file/c652e5c89085f9710f994702cef20c150d6c72a1bfae41e8615db94405e23e96/detection,4.2.1a,c652e5c89085f9710f994702cef20c150d6c72a1bfae41e8615db94405e23e96,support@youmail.com,http://www.youmail.com,http://www.youmail.com/home/corp/privacy,,2021-01-20,,,,,,,,,Sense360,,,
Digital Dashboard GPS,,Navigation,Tools,luo.digitaldashboardgps,500000,luozirui,https://reports.exodus-privacy.eu.org/en/reports/luo.digitaldashboardgps/latest/ ,https://play.google.com/store/apps/details?id=luo.digitaldashboardgps,https://www.virustotal.com/gui/file/5c3100be5abb2af85215a6acecc2829c02d396d78718004f246b9ef871e161d2/detection,4,5c3100be5abb2af85215a6acecc2829c02d396d78718004f246b9ef871e161d2,luozirui.android@gmail.com,http://www.gpxscan.com/,http://gpxscan.com/policy.jsp,,2021-01-20,,,,,,,,,Sense360,,,
GPS Speed,,Navigation,Tools,luo.gpsspeed,100000,luozirui,https://reports.exodus-privacy.eu.org/en/reports/luo.gpsspeed/latest/ ,https://play.google.com/store/apps/details?id=luo.gpsspeed,Not Found,3.3.93(googlemap),0774333d7e855be09faa1e23c1d3ad57058093344a0f656a4d670db72ab407b6,luozirui.android@gmail.com,http://www.gpxscan.com/,http://gpxscan.com/policy.jsp,,2021-01-20,,,,,,,,,Sense360,,,
Speedometer GPS,,Navigation,Tools,luo.speedometergps,5000000,luozirui,https://reports.exodus-privacy.eu.org/en/reports/luo.speedometergps/latest/ ,https://play.google.com/store/apps/details?id=luo.speedometergps,https://www.virustotal.com/gui/file/710313f52a172cc8ebe331ac63b610aa7476c9faa96037785278b1e968c39782/detection,4.01,710313f52a172cc8ebe331ac63b610aa7476c9faa96037785278b1e968c39782,luozirui.android@gmail.com,http://www.gpxscan.com/,http://gpxscan.com/policy.jsp,,2021-01-20,,,,,,,,,Sense360,,,
Speed View GPS,,Navigation,Tools,luo.speedviewgps,100000,luozirui,https://reports.exodus-privacy.eu.org/en/reports/luo.speedviewgps/latest/ ,https://play.google.com/store/apps/details?id=luo.speedviewgps,https://www.virustotal.com/gui/file/8b676572e575acb7340ca6659bb4024be22dc0ffd0d1a293d16714aca50ae872/detection,1.4.37(googlemap),8b676572e575acb7340ca6659bb4024be22dc0ffd0d1a293d16714aca50ae872,luozirui.android@gmail.com,http://www.gpxscan.com/,http://gpxscan.com/policy.jsp,,2021-01-20,,,,,,,,,Sense360,,,
Bubble level,,Game,Tools,net.androgames.level,10000000,PixelProse SARL,https://reports.exodus-privacy.eu.org/en/reports/net.androgames.level/latest/ ,https://play.google.com/store/apps/details?id=net.androgames.level,https://www.virustotal.com/gui/file/3e30e5bcbf069b96a2357b3ab4dea4c2e2e00320fb1188a98eab0761d48de3d6/detection,8.0.3,3e30e5bcbf069b96a2357b3ab4dea4c2e2e00320fb1188a98eab0761d48de3d6,antoine.vianey@gmail.com,https://pixelprose.fr,https://pixelprose.fr/privacy-policies/,,2021-01-20,,,,,,,Predicio,,Sense360,SignalFrame (Wireless Registry),,X-Mode
World Weather Clock Widget,,Weather,Weather,org.satok.gweather,1000000,satok,https://reports.exodus-privacy.eu.org/en/reports/org.satok.gweather/latest/ ,https://play.google.com/store/apps/details?id=org.satok.gweather,https://www.virustotal.com/gui/file/1756872bf016bddf2c0326368e6b1b341e7d3619e81bd11dfc6b2c1c8386347b/detection,8.016,1756872bf016bddf2c0326368e6b1b341e7d3619e81bd11dfc6b2c1c8386347b,satokdev@gmail.com,,https://sites.google.com/site/worldweatherdesc/privacy-policy/en,,2021-01-20,,,,,,,,,Sense360,,,
