Name,Name Translation,Category,Genre (Google Play),Handle,Downloads,Developer,Exodus Privacy Report URL,Google Play URL,VirusTotal Report URL,Version (latest available),Checksum (latest available),Developer Email,Developer Website,Developer Privacy Policy,Google Play Status,Last Checked,Exponea (Infinario),Fysical (BeaconsInSpace),GeoUniq (Cloud4Wi),OneAudience,Opensignal,Placed (Foursquare),Predicio,Quadrant,Sense360,SignalFrame (Wireless Registry),Sygic,X-Mode
GIF for Instagram Story - Popular Gifs to share ,,Social,,com.fungifs.populargifs,10000,Furkanmobiles ,https://reports.exodus-privacy.eu.org/en/reports/com.fungifs.populargifs/latest/ ,https://play.google.com/store/apps/details?id=com.fungifs.populargifs,https://www.virustotal.com/gui/file/d82815b9c57a11199d601f146fb7534134cd28331f7f8ade7fff4fb6e4392a4d/detection,1.1,d82815b9c57a11199d601f146fb7534134cd28331f7f8ade7fff4fb6e4392a4d,,,,Not Found,2021-01-20,,,,OneAudience,,,,,,,,
textPlus: Free Text & Calls,,Messenger,Social,com.gogii.textplus,10000000,textPlus,https://reports.exodus-privacy.eu.org/en/reports/com.gogii.textplus/latest/ ,https://play.google.com/store/apps/details?id=com.gogii.textplus,https://www.virustotal.com/gui/file/8e15e40109fbce16f1dec65454acd38f6f22233332dc5129fc642af58a708507/detection,7.6.8,8e15e40109fbce16f1dec65454acd38f6f22233332dc5129fc642af58a708507,support@textplus.com,http://www.textplus.com,http://www.textplus.com/textplus-privacy-policy/,,2021-01-20,,,,OneAudience,,,,,,SignalFrame (Wireless Registry),,
Software Update New Version,,Utility,Books & Reference,com.googleandroidupdates,1000000,Appz Inventors,https://reports.exodus-privacy.eu.org/en/reports/com.googleandroidupdates/latest/ ,https://play.google.com/store/apps/details?id=com.googleandroidupdates,https://www.virustotal.com/gui/file/e4849ac6a3d1bb1cf34003c1b10122e6a542686e4074bbad5e76035a14236af2/detection,2.0.127.8 ,e4849ac6a3d1bb1cf34003c1b10122e6a542686e4074bbad5e76035a14236af2,appzinventors@gmail.com,http://appzinventors.wordpress.com,http://androidupdate.wix.com/goau,,2021-01-20,,,,OneAudience,,,,,,,,
Bridge Constructor FREE,,Game,Simulation,com.headupgames.bridgeconstructorfreeversion,10000000,ClockStone STUDIO ,https://reports.exodus-privacy.eu.org/en/reports/com.headupgames.bridgeconstructorfreeversion/latest/ ,https://play.google.com/store/apps/details?id=com.headupgames.bridgeconstructorfreeversion,https://www.virustotal.com/gui/file/74b5631724b49a0efec7cc6bb12717c5c25eba3d5b6848f7fa921f6ee4bbd134/detection,7,74b5631724b49a0efec7cc6bb12717c5c25eba3d5b6848f7fa921f6ee4bbd134,support@clockstone.com,http://www.clockstone.com,http://clockstone.com/privacypolicies/BridgeConstructor_FREE_GooglePlay.htm,,2021-01-20,,,,OneAudience,,,,,,,,
Cat Simulator : Kitty Craft,,Game,Action,com.hgamesart.catsimulator,10000000,HGames-ArtWorks,https://reports.exodus-privacy.eu.org/en/reports/com.hgamesart.catsimulator/latest/ ,https://play.google.com/store/apps/details?id=com.hgamesart.catsimulator,https://www.virustotal.com/gui/file/18379dae0797ae8e0929710bac7924a7866f74db25e78d0ba6c56a37e5b2f98f/detection,1.1.5 ,18379dae0797ae8e0929710bac7924a7866f74db25e78d0ba6c56a37e5b2f98f,support@hgames-artworks.com,http://hgames-artworks.com/,https://docs.google.com/document/d/1vMYSljDrd4uaMWwytIwo8gWk4FdNo050yFFnZOObFII,,2021-01-20,,,,OneAudience,,,,,,,,
Amazing Strange Rope Police - Vice Spider Vegas ,,Game,,com.hgamesart.ropeboy,100000,HGames-ArtWorks,https://reports.exodus-privacy.eu.org/en/reports/com.hgamesart.ropeboy/latest/ ,https://play.google.com/store/apps/details?id=com.hgamesart.ropeboy,https://www.virustotal.com/gui/file/096bfbf9742092d77730325a5f0b10ff95b0237c7660c2613a5b650c926faee3/detection,1.3.9,096bfbf9742092d77730325a5f0b10ff95b0237c7660c2613a5b650c926faee3,,,,Not Found,2021-01-20,,,,OneAudience,,,,,,,,
Hobo World - life simulator,,Game,Simulation,com.hotgames.bomjara2,5000000,DankoLab - DN company Ltd.,https://reports.exodus-privacy.eu.org/en/reports/com.hotgames.bomjara2/latest/ ,https://play.google.com/store/apps/details?id=com.hotgames.bomjara2,https://www.virustotal.com/gui/file/5e552fdb185a14fade43932fe55c829e8b800cd3b90840902acab79a2fcaa59b/detection,2.7,5e552fdb185a14fade43932fe55c829e8b800cd3b90840902acab79a2fcaa59b,kislovskydmit@gmail.com,None,https://kislovskydmit.wixsite.com/megatrump/privacy-policy,,2021-01-20,,,,OneAudience,,,,,,,,
mAadhar Online ,,Government,,com.IndianeAadharOnline,10000,VR One - India ,https://reports.exodus-privacy.eu.org/en/reports/com.IndianeAadharOnline/latest/ ,https://play.google.com/store/apps/details?id=com.IndianeAadharOnline,https://www.virustotal.com/gui/file/f41d8bc884f4a4fa9c27ee75fd8501e3c998336d1572b54fc1b8271365f77857/detection,8.7.3 ,f41d8bc884f4a4fa9c27ee75fd8501e3c998336d1572b54fc1b8271365f77857,,,,Not Found,2021-01-20,,,,OneAudience,,,,,,,,
Liveflix,,TV,,com.ioob.liveflix,100,IndexOutOfBounds,https://reports.exodus-privacy.eu.org/en/reports/com.ioob.liveflix/latest/ ,https://play.google.com/store/apps/details?id=com.ioob.liveflix,https://www.virustotal.com/gui/file/65cea9af2d4d06958e951ea0fcc57780ade6547a2b33c31cd59cd057c4714d80/detection,1.0.0-s ,65cea9af2d4d06958e951ea0fcc57780ade6547a2b33c31cd59cd057c4714d80,,,,Not Found,2021-01-20,,,,OneAudience,,,,,,,,
Jadid24 ,,TV,,com.jadid.com.jadid,1,Jadid24,https://reports.exodus-privacy.eu.org/en/reports/com.jadid.com.jadid/latest/ ,https://play.google.com/store/apps/details?id=com.jadid.com.jadid,https://www.virustotal.com/gui/file/d3f334695ea5e5433ad67af0a27b5217675f554df9adebd5796b3ae05de1eef2/detection,1,d3f334695ea5e5433ad67af0a27b5217675f554df9adebd5796b3ae05de1eef2,,,,Not Found,2021-01-20,,,,OneAudience,,,,,,,,
Moco: Chat & Meet New People,,Dating,Social,com.jnj.mocospace.android,10000000,"JNJ Mobile, Inc",https://reports.exodus-privacy.eu.org/en/reports/com.jnj.mocospace.android/latest/ ,https://play.google.com/store/apps/details?id=com.jnj.mocospace.android,https://www.virustotal.com/gui/file/bd3a5cecd01819691dd3240cdcc5d2b750faee23175bee47e0114ecc104a9751/detection,2.6.218 ,bd3a5cecd01819691dd3240cdcc5d2b750faee23175bee47e0114ecc104a9751,android@corp.mocospace.com,https://www.mocospace.com,https://www.mocospace.com/link/privacy.jsp,,2021-01-20,,,,OneAudience,,,,,,SignalFrame (Wireless Registry),,X-Mode
Caribbean Pirates Compass,,Game,,com.JutsuGames.DesireCompass,,"Bartłomiej Gajewski,  Jutsu Games",https://reports.exodus-privacy.eu.org/en/reports/com.JutsuGames.DesireCompass/latest/ ,https://play.google.com/store/apps/details?id=com.JutsuGames.DesireCompass,Not Found,1.05.19 ,deea0b3a23e78ee1085fa0c32504f6f5f57cb9aab2440ad9ed87003e7b7a9b92,,,,Not Found,2021-01-20,,,,OneAudience,,,,,,,,
Particles Flow - Live Responsive Wallpaper,,Utility,,com.kkinfosis.particalswallpaper,50,"Kundan, Information Technology, KK Infosis",https://reports.exodus-privacy.eu.org/en/reports/com.kkinfosis.particalswallpaper/latest/ ,https://play.google.com/store/apps/details?id=com.kkinfosis.particalswallpaper,https://www.virustotal.com/gui/file/f1312bd555d03fd613ebddfc1addf466e16b9ec16f35fcc6e0baec3629eef534/detection,1,f1312bd555d03fd613ebddfc1addf466e16b9ec16f35fcc6e0baec3629eef534,,,,Not Found,2021-01-20,,,,OneAudience,,,,,,,,
Grocery Shopping List - Listonic,,Shopping,Shopping,com.l,5000000,Listonic - Smart Grocery Shopping,https://reports.exodus-privacy.eu.org/en/reports/com.l/latest/ ,https://play.google.com/store/apps/details?id=com.l,https://www.virustotal.com/gui/file/4e3b2359a63d79d7b36944264b98e21acc89bc1ceec5c2246b84d6edae0e5aad/detection,6.34.0,4e3b2359a63d79d7b36944264b98e21acc89bc1ceec5c2246b84d6edae0e5aad,support@listonic.pl,https://listonic.com/,https://listonic.com/privacy/,,2021-01-20,,,,OneAudience,,,,,,,,
Cartoon Horse Riding - Derby Racing Game for Kids,,Game,Simulation,com.labcave.cartoonhorseriding,1000000,Best Free Funny Games,https://reports.exodus-privacy.eu.org/en/reports/com.labcave.cartoonhorseriding/latest/ ,https://play.google.com/store/apps/details?id=com.labcave.cartoonhorseriding,https://www.virustotal.com/gui/file/938cda43400bc02907bd44199c447d2179f4b1030592c0c2b4773b784a87627f/detection,3.3.2,938cda43400bc02907bd44199c447d2179f4b1030592c0c2b4773b784a87627f,bestfreefunnygames@gmail.com,https://sites.google.com/view/bestfreefunnygames,https://sites.google.com/view/bestfreefunnygames/privacy-policy,,2021-01-20,,,,OneAudience,,,,,,,,
Hexlock,,Utility,,com.liquidum.hexlock,,Liquidum,https://reports.exodus-privacy.eu.org/en/reports/com.liquidum.hexlock/latest/ ,https://play.google.com/store/apps/details?id=com.liquidum.hexlock,https://www.virustotal.com/gui/file/741b81d15ae011ddfa408ef47c335c4892b34bdd4406bab7e9be4d5494796b0a/detection,2.0.136,741b81d15ae011ddfa408ef47c335c4892b34bdd4406bab7e9be4d5494796b0a,,,,Not Found,2021-01-20,,,,OneAudience,,,,,,SignalFrame (Wireless Registry),,
LoveBird Messenger - Only for couple ,,Messenger,,com.LoveBirdMessenger,500,htchelpline@gmail.com,https://reports.exodus-privacy.eu.org/en/reports/com.LoveBirdMessenger/latest/ ,https://play.google.com/store/apps/details?id=com.LoveBirdMessenger,Not Found,1.2,706b8d52a5cad9f5d0e7195b3dded99c8ee5663d5190e7e19c06c1c244034cd8,,,,Not Found,2021-01-20,,,,OneAudience,,,,,,,,
Cameraless - Camera Blocker,,Photo,Tools,com.manyera.simplecameradisable,500000,Manyera,https://reports.exodus-privacy.eu.org/en/reports/com.manyera.simplecameradisable/latest/ ,https://play.google.com/store/apps/details?id=com.manyera.simplecameradisable,Not Found,4.2.1,d3a246941efc554cf235645f5ad4465f989a5bbbf896e0f9bd13ec9edc3c251f,guardev.apps@gmail.com,http://www.guardev.com,http://cameraless.guardev.com/privacy.html,,2021-01-20,,,,OneAudience,,,,,,,,
Aussie Mingle - Australia Dating App & Online Chat,,Dating,Lifestyle,com.mingle.AussieMingle,50000,Mingle Dating Social Network,https://reports.exodus-privacy.eu.org/en/reports/com.mingle.AussieMingle/latest/ ,https://play.google.com/store/apps/details?id=com.mingle.AussieMingle,https://www.virustotal.com/gui/file/5b815876c7ce59f1b50c808cf18cd9c374fd107831a02e3bf52056ce828dab94/detection,6.3.0,5b815876c7ce59f1b50c808cf18cd9c374fd107831a02e3bf52056ce828dab94,support@mingle.com,https://aussie.mingle.com,https://aussie.mingle.com/privacy/,,2021-01-20,,Fysical (BeaconsInSpace),,OneAudience,,,,,,SignalFrame (Wireless Registry),,X-Mode
FEM - Free Lesbian Dating App. Chat & Meet Singles,,Dating,Social,com.mingle.fem,1000000,Mingle Dating Social Network,https://reports.exodus-privacy.eu.org/en/reports/com.mingle.fem/latest/ ,https://play.google.com/store/apps/details?id=com.mingle.fem,https://www.virustotal.com/gui/file/a57ae11cce949b62f75a1ab98eaa77f420390bd6118446e7d64c497cd6656422/detection,5.6.1 ,a57ae11cce949b62f75a1ab98eaa77f420390bd6118446e7d64c497cd6656422,support@mingle.com,https://fem.mingle.com/,https://fem.mingle.com/privacy/,,2021-01-20,,Fysical (BeaconsInSpace),,OneAudience,,,,,,SignalFrame (Wireless Registry),,X-Mode
Latin Mingle- Dating Chat App for Latino Worldwide,,Dating,Lifestyle,com.mingle.LatinMingle,50000,Mingle Dating Social Network,https://reports.exodus-privacy.eu.org/en/reports/com.mingle.LatinMingle/latest/ ,https://play.google.com/store/apps/details?id=com.mingle.LatinMingle,https://www.virustotal.com/gui/file/4070e08596fe5c8db58b09993d061fa913c6c4169b5d4814827d66c2ad75d3fd/detection,6.3.0,4070e08596fe5c8db58b09993d061fa913c6c4169b5d4814827d66c2ad75d3fd,support@mingle.com,https://latin.mingle.com,https://latin.mingle.com/privacy,,2021-01-20,,Fysical (BeaconsInSpace),,OneAudience,,,,,,SignalFrame (Wireless Registry),,X-Mode
MEET MARKET - Gay Dating App. Chat & Date New Guys,,Dating,Lifestyle,com.mingle.meetmarket,100000,Mingle Dating Social Network,https://reports.exodus-privacy.eu.org/en/reports/com.mingle.meetmarket/latest/ ,https://play.google.com/store/apps/details?id=com.mingle.meetmarket,https://www.virustotal.com/gui/file/3915b5284c08037951a14e252909ccd2b351a6f79879def46cbd88c826ebec0a/detection,6.3.0 ,3915b5284c08037951a14e252909ccd2b351a6f79879def46cbd88c826ebec0a,support@mingle.com,https://meetmarket.mingle.com,https://meetmarket.mingle.com/privacy,,2021-01-20,,Fysical (BeaconsInSpace),,OneAudience,,,,,,SignalFrame (Wireless Registry),,X-Mode
Muslim Mingle: Arab & Muslim Dating App & Marriage,,Dating,Social,com.mingle.muslimmingle,100000,Mingle Dating Social Network,https://reports.exodus-privacy.eu.org/en/reports/com.mingle.muslimmingle/latest/ ,https://play.google.com/store/apps/details?id=com.mingle.muslimmingle,https://www.virustotal.com/gui/file/e28fcdda7dd19be2a79f29d512a771e0d5ef9d1084cb3c9524129cdd6107a83f/detection,6.5.0,e28fcdda7dd19be2a79f29d512a771e0d5ef9d1084cb3c9524129cdd6107a83f,support@mingle.com,https://muslim.mingle.com,https://muslim.mingle.com/privacy/,,2021-01-20,,Fysical (BeaconsInSpace),,OneAudience,,,,,,SignalFrame (Wireless Registry),,X-Mode
Turkey Social- Dating Chat App for Turkish Singles,,Dating,Lifestyle,com.mingle.TurkishCupid,500000,Mingle Dating Social Network,https://reports.exodus-privacy.eu.org/en/reports/com.mingle.TurkishCupid/latest/ ,https://play.google.com/store/apps/details?id=com.mingle.TurkishCupid,https://www.virustotal.com/gui/file/be2be212fe407702db069c70e152e32de5a9460048ed692fd38fd2f94c5b9bb5/detection,6.3.0,be2be212fe407702db069c70e152e32de5a9460048ed692fd38fd2f94c5b9bb5,ask@innovatedating.com,https://turkey.innovatedating.com,https://turkey.innovatedating.com/privacy,,2021-01-20,,Fysical (BeaconsInSpace),,OneAudience,,,,,,SignalFrame (Wireless Registry),,X-Mode
Hero Messenger,,Messenger,,com.mobitech.HeroMessenger,,GamerApps,https://reports.exodus-privacy.eu.org/en/reports/com.mobitech.HeroMessenger/latest/ ,https://play.google.com/store/apps/details?id=com.mobitech.HeroMessenger,https://www.virustotal.com/gui/file/129b0526d7511484b6c008929fefc9564f1fe56c3950a52e835f9cf938e302a8/detection,1,129b0526d7511484b6c008929fefc9564f1fe56c3950a52e835f9cf938e302a8,,,,Not Found,2021-01-20,,,,OneAudience,,,,,,,,
SmokeFree - quit smoking slowly,,Health & Fitness,Health & Fitness,com.motivebite.smokefree.free,500000,MotiveBite Studio,https://reports.exodus-privacy.eu.org/en/reports/com.motivebite.smokefree.free/latest/ ,https://play.google.com/store/apps/details?id=com.motivebite.smokefree.free,https://www.virustotal.com/gui/file/39daf1516c647e8a3d040b2cf89af9aa4bc0a8dbe73c38a219518637e9dfbd81/detection,4.3.1 ,39daf1516c647e8a3d040b2cf89af9aa4bc0a8dbe73c38a219518637e9dfbd81,motivebite@gmail.com,http://www.motivebite.com/smokefree,https://motivebite.com/privacy_policy.html,,2021-01-20,,,,OneAudience,,,,,,,,
Battery Calibration,,Utility,,com.nema.batterycalibration,5000000,"Gergely Marosi, NéMa",https://reports.exodus-privacy.eu.org/en/reports/com.nema.batterycalibration/latest/ ,https://play.google.com/store/apps/details?id=com.nema.batterycalibration,https://www.virustotal.com/gui/file/c8b3a08d0de80fccd2b4785ab214e26565587dc2b0b13c1049f3cc039f9cff6a/detection,3.3,c8b3a08d0de80fccd2b4785ab214e26565587dc2b0b13c1049f3cc039f9cff6a,,,,Not Found,2021-01-20,,,,OneAudience,,,Predicio,,,,,X-Mode
