Name,Name Translation,Category,Genre (Google Play),Handle,Downloads,Developer,Exodus Privacy Report URL,Google Play URL,VirusTotal Report URL,Version (latest available),Checksum (latest available),Developer Email,Developer Website,Developer Privacy Policy,Google Play Status,Last Checked,Exponea (Infinario),Fysical (BeaconsInSpace),GeoUniq (Cloud4Wi),OneAudience,Opensignal,Placed (Foursquare),Predicio,Quadrant,Sense360,SignalFrame (Wireless Registry),Sygic,X-Mode
Car parts,,Utility,,com.kolupa.avtonub,500000,Tasty studio ,https://reports.exodus-privacy.eu.org/en/reports/com.kolupa.avtonub/latest/ ,https://play.google.com/store/apps/details?id=com.kolupa.avtonub,https://www.virustotal.com/gui/file/e353a45dedcdf99c216cf2ab07c6406f9167460d73b8631447e775b8b815d23d/detection,4.1,e353a45dedcdf99c216cf2ab07c6406f9167460d73b8631447e775b8b815d23d,,,,Not Found,2021-01-20,,,,,,,Predicio,,,,,
Hexlock,,Utility,,com.liquidum.hexlock,,Liquidum,https://reports.exodus-privacy.eu.org/en/reports/com.liquidum.hexlock/latest/ ,https://play.google.com/store/apps/details?id=com.liquidum.hexlock,https://www.virustotal.com/gui/file/741b81d15ae011ddfa408ef47c335c4892b34bdd4406bab7e9be4d5494796b0a/detection,2.0.136,741b81d15ae011ddfa408ef47c335c4892b34bdd4406bab7e9be4d5494796b0a,,,,Not Found,2021-01-20,,,,OneAudience,,,,,,SignalFrame (Wireless Registry),,
LoveBird Messenger - Only for couple ,,Messenger,,com.LoveBirdMessenger,500,htchelpline@gmail.com,https://reports.exodus-privacy.eu.org/en/reports/com.LoveBirdMessenger/latest/ ,https://play.google.com/store/apps/details?id=com.LoveBirdMessenger,Not Found,1.2,706b8d52a5cad9f5d0e7195b3dded99c8ee5663d5190e7e19c06c1c244034cd8,,,,Not Found,2021-01-20,,,,OneAudience,,,,,,,,
RWP Zoo,,Travel,,com.mobileroadie.app_84858,1000,Roger Williams Park Zoo,https://reports.exodus-privacy.eu.org/en/reports/com.mobileroadie.app_84858/latest/ ,https://play.google.com/store/apps/details?id=com.mobileroadie.app_84858,https://www.virustotal.com/gui/file/d6e707095950eb618201ce49350d73b9aec8898cdbb5f488261cc3f626f1fd21/detection,6.23.36,d6e707095950eb618201ce49350d73b9aec8898cdbb5f488261cc3f626f1fd21,,,,Not Found,2021-01-20,,Fysical (BeaconsInSpace),,,,,,,,,,
Correo Electronico ,,Messenger,,com.mobincube.android.sc_15IBZ,,Mobimento Mobile,https://reports.exodus-privacy.eu.org/en/reports/com.mobincube.android.sc_15IBZ/latest/ ,https://play.google.com/store/apps/details?id=com.mobincube.android.sc_15IBZ,https://www.virustotal.com/gui/file/3fb3a6a76c0e3d9a7c2c37f32227ce587ec3e3493b8e5223f8f0aeaa3840ce8e/detection,7.0.0,3fb3a6a76c0e3d9a7c2c37f32227ce587ec3e3493b8e5223f8f0aeaa3840ce8e,,,,Not Found,2021-01-20,,Fysical (BeaconsInSpace),,,,,,,,,,
Manual TAILS BOUM ,,Education,,com.mobincube.manual_tails_boum.sc_3FSL54,,Mobimento Mobile,https://reports.exodus-privacy.eu.org/en/reports/com.mobincube.manual_tails_boum.sc_3FSL54/latest/ ,https://play.google.com/store/apps/details?id=com.mobincube.manual_tails_boum.sc_3FSL54,https://www.virustotal.com/gui/file/6c4d6d7e2806d4cb998ea292be68ed2a8f5bd69e2c10be7f06e1ecc362e007b5/detection,3.0.0,6c4d6d7e2806d4cb998ea292be68ed2a8f5bd69e2c10be7f06e1ecc362e007b5,,,,Not Found,2021-01-20,,Fysical (BeaconsInSpace),,,,,,,,,,
Hero Messenger,,Messenger,,com.mobitech.HeroMessenger,,GamerApps,https://reports.exodus-privacy.eu.org/en/reports/com.mobitech.HeroMessenger/latest/ ,https://play.google.com/store/apps/details?id=com.mobitech.HeroMessenger,https://www.virustotal.com/gui/file/129b0526d7511484b6c008929fefc9564f1fe56c3950a52e835f9cf938e302a8/detection,1,129b0526d7511484b6c008929fefc9564f1fe56c3950a52e835f9cf938e302a8,,,,Not Found,2021-01-20,,,,OneAudience,,,,,,,,
Offline Maps & Navigation,,Navigation,,com.navigation.offlinemaps.gps,,"Petr Lefner, Aponia Software, Aponia Software",https://reports.exodus-privacy.eu.org/en/reports/com.navigation.offlinemaps.gps/latest/ ,https://play.google.com/store/apps/details?id=com.navigation.offlinemaps.gps,https://www.virustotal.com/gui/file/f500436d1f1b5df08c15199b6e90d8c2c43ad948788a16316cbb3aeaa9bf13a1/detection,18.4.8,f500436d1f1b5df08c15199b6e90d8c2c43ad948788a16316cbb3aeaa9bf13a1,,,,Not Found,2021-01-20,Exponea (Infinario),,,,,,,,,,Sygic,
Battery Calibration,,Utility,,com.nema.batterycalibration,5000000,"Gergely Marosi, NéMa",https://reports.exodus-privacy.eu.org/en/reports/com.nema.batterycalibration/latest/ ,https://play.google.com/store/apps/details?id=com.nema.batterycalibration,https://www.virustotal.com/gui/file/c8b3a08d0de80fccd2b4785ab214e26565587dc2b0b13c1049f3cc039f9cff6a/detection,3.3,c8b3a08d0de80fccd2b4785ab214e26565587dc2b0b13c1049f3cc039f9cff6a,,,,Not Found,2021-01-20,,,,OneAudience,,,Predicio,,,,,X-Mode
London ,,Travel,,com.onezoneapps.lum.offline,,,https://reports.exodus-privacy.eu.org/en/reports/com.onezoneapps.lum.offline/latest/ ,https://play.google.com/store/apps/details?id=com.onezoneapps.lum.offline,https://www.virustotal.com/gui/file/04941bd9155cf12beb3d186d0112a6983c6665c4e0f7d498de8b2faa38b57a95/detection,1.0.1.470 ,04941bd9155cf12beb3d186d0112a6983c6665c4e0f7d498de8b2faa38b57a95,,,,Not Found,2021-01-20,,,,,,,,,,,,X-Mode
PaidVerts (2018) ,,Shopping,,com.paidverts,1000,Nenad Mijatović ,https://reports.exodus-privacy.eu.org/en/reports/com.paidverts/latest/ ,https://play.google.com/store/apps/details?id=com.paidverts,https://www.virustotal.com/gui/file/c3ccb73d44ca16cd1212b0291f2c8e52dda020956f56b00f3e61ab87d92eb2e9/detection,1.1,c3ccb73d44ca16cd1212b0291f2c8e52dda020956f56b00f3e61ab87d92eb2e9,,,,Not Found,2021-01-20,,,,OneAudience,,,,,,SignalFrame (Wireless Registry),,
Peel Smart Remote (Galaxy Tab),,TV,,com.peel.app,50000000,"Peel Technologies Inc, Peel Technologies Inc. Droid Division, Peel",https://reports.exodus-privacy.eu.org/en/reports/com.peel.app/latest/ ,https://play.google.com/store/apps/details?id=com.peel.app,https://www.virustotal.com/gui/file/f1bcb6bd5565e1862c40c683af0224dde1402b0ec36ea772d5e89fa603d74b3d/detection,10.7.5.2,f1bcb6bd5565e1862c40c683af0224dde1402b0ec36ea772d5e89fa603d74b3d,,,,Not Found,2021-01-20,,,,,,,,,,,,X-Mode
Peel Remote for LG TV,,TV,,com.peel.lgtv,,"Peel Technologies Inc, Peel Technologies Inc. Droid Division, Peel",https://reports.exodus-privacy.eu.org/en/reports/com.peel.lgtv/latest/ ,https://play.google.com/store/apps/details?id=com.peel.lgtv,https://www.virustotal.com/gui/file/f8b391dddb5d7726349abfaf4d9a726ddb515b1ed6b50e9704f7383a418542d6/detection,10.6.8.3,f8b391dddb5d7726349abfaf4d9a726ddb515b1ed6b50e9704f7383a418542d6,,,,Not Found,2021-01-20,,,,,,,,,,,,X-Mode
Panasonic TV Remote Control ,,TV,,com.peel.panasonictv,100000,"Peel Technologies Inc, Peel Technologies Inc. Droid Division, Peel",https://reports.exodus-privacy.eu.org/en/reports/com.peel.panasonictv/latest/ ,https://play.google.com/store/apps/details?id=com.peel.panasonictv,https://www.virustotal.com/gui/file/bae8e1bd158743e7b7aa8d839827c1b837a26f4fc72370b0d641b5306ca1b93e/detection,10.7.3.1 ,bae8e1bd158743e7b7aa8d839827c1b837a26f4fc72370b0d641b5306ca1b93e,,,,Not Found,2021-01-20,,,,,,,,,,,,X-Mode
PhotoCraft MC Effects ,,Photo,,com.photo.stickers.mnecraf,,,https://reports.exodus-privacy.eu.org/en/reports/com.photo.stickers.mnecraf/latest/ ,https://play.google.com/store/apps/details?id=com.photo.stickers.mnecraf,Not Found,313.0.0,144f89ea33a8a82ccaeb3a1618d676eb8791ee4235def6c9554059709b8e8091,,,,Not Found,2021-01-20,,,,,,,,,,SignalFrame (Wireless Registry),,X-Mode
Monster Training TCG - Card Battle Game ,,Game,,com.pocketgamestycoon.monstercreaturescards2d,500,Pocket Games Tycoon,https://reports.exodus-privacy.eu.org/en/reports/com.pocketgamestycoon.monstercreaturescards2d/latest/ ,https://play.google.com/store/apps/details?id=com.pocketgamestycoon.monstercreaturescards2d,https://www.virustotal.com/gui/file/4d37d83caf7653a89b7de3091f6a2aa0bf99e86b3e8ccac0ac0bc4f2f4015b24/detection,1.0.0,4d37d83caf7653a89b7de3091f6a2aa0bf99e86b3e8ccac0ac0bc4f2f4015b24,,,,Not Found,2021-01-20,,,,OneAudience,,,,,,,,
Indian Air Force Rocket Flight ,,Game,,com.powergaming.indiaspacerocket,50000,Power Gaming,https://reports.exodus-privacy.eu.org/en/reports/com.powergaming.indiaspacerocket/latest/ ,https://play.google.com/store/apps/details?id=com.powergaming.indiaspacerocket,Not Found,1.2.0,2a9507a3cb25774078a8a133a5b1cf6f7e5b138e4ed2ad1e2fd382b67535107e,,,,Not Found,2021-01-20,,,,OneAudience,,,,,,,,
"Prayer Times: Qibla Compass, Quran & Azan",,Religious,,com.prayertimes.qibla.appsourcehub,100000,proprayers,https://reports.exodus-privacy.eu.org/en/reports/com.prayertimes.qibla.appsourcehub/latest/ ,https://play.google.com/store/apps/details?id=com.prayertimes.qibla.appsourcehub,https://www.virustotal.com/gui/file/5a539e3b4f4b0eb31de592b63edce9610b794c58c029c5432ceab66dea04b166/detection,6,5a539e3b4f4b0eb31de592b63edce9610b794c58c029c5432ceab66dea04b166,,,,Not Found,2021-01-20,,,,,Opensignal,,,,,,,X-Mode
Prayer Times,,Religious,,com.qibla.compass.prayertimes,,"Ralf Hollax, FinderAppz DEV, FinderAppz DEV",https://reports.exodus-privacy.eu.org/en/reports/com.qibla.compass.prayertimes/latest/ ,https://play.google.com/store/apps/details?id=com.qibla.compass.prayertimes,Not Found,5.7,3b62bed2fdb1f97abb25741bd1b382de60f71de592b6412e2e5f858900f1d51b,,,,Not Found,2021-01-20,,,,,,,,,,,,X-Mode
Light Flow - LED Control,,Utility,,com.rageconsulting.android.lightflowlite,5000000,Reactle,https://reports.exodus-privacy.eu.org/en/reports/com.rageconsulting.android.lightflowlite/latest/ ,https://play.google.com/store/apps/details?id=com.rageconsulting.android.lightflowlite,https://www.virustotal.com/gui/file/c969101fab0d21a178b642cb4ae9df911bb12a24968c8b082c183a6a957f5d8b/detection,3.75.00,c969101fab0d21a178b642cb4ae9df911bb12a24968c8b082c183a6a957f5d8b,,,,Not Found,2021-01-20,,,,,,,,,Sense360,,,
ScanLife Barcode & QR Reader,,Photo,,com.ScanLife,10000000,"Alexander Prokofiev, Scanbuy, Scanbuy",https://reports.exodus-privacy.eu.org/en/reports/com.ScanLife/latest/ ,https://play.google.com/store/apps/details?id=com.ScanLife,https://www.virustotal.com/gui/file/fcd235d702f39d72c2e7f8a103c7f353bf957c5ba425d1c4ae597ce821ed2280/detection,8.3.5,fcd235d702f39d72c2e7f8a103c7f353bf957c5ba425d1c4ae597ce821ed2280,,,,Not Found,2021-01-20,,,,,,,,,Sense360,,,
Seen √√ - ( Messenger & Chats ) ,,Messenger,,com.Seenchat,50,,https://reports.exodus-privacy.eu.org/en/reports/com.Seenchat/latest/ ,https://play.google.com/store/apps/details?id=com.Seenchat,Not Found,1.1,e37939beace1541bc640469046590c00defaca23f8768dc05e22188363934ef0,,,,Not Found,2021-01-20,,,,OneAudience,,,,,,,,
The Client Messenger,,Messenger,,com.SMAPPM,,nickersonbrownstic@yahoo.com,https://reports.exodus-privacy.eu.org/en/reports/com.SMAPPM/latest/ ,https://play.google.com/store/apps/details?id=com.SMAPPM,Not Found,1,617b485a4e19b93fcaa8216a68076ffdc623151a750c64bfcfe72983e88ef92c,,,,Not Found,2021-01-20,,,,OneAudience,,,Predicio,,,,,
Suno Messenger : Free calls and Messages,,Messenger,,com.suno.therisingmoon,10,iamtheonetechy@gmail.com,https://reports.exodus-privacy.eu.org/en/reports/com.suno.therisingmoon/latest/ ,https://play.google.com/store/apps/details?id=com.suno.therisingmoon,Not Found,1,ba4bd458a0c09f055fc1661d1cb981f579efa99b760ff1e79d4237d63c0b2f98,,,,Not Found,2021-01-20,,,,OneAudience,,,Predicio,,,,,
Superhero Booth ,,Game,,com.superherobooth.paritymobile,,"Graham Beck, Beck and Beck LLC",https://reports.exodus-privacy.eu.org/en/reports/com.superherobooth.paritymobile/latest/ ,https://play.google.com/store/apps/details?id=com.superherobooth.paritymobile,Not Found,110.7.0 ,6b5db61909aafa7b98e1b3d49e30e20e64cd29f4820c8172563a58bedcd37c32,,,,Not Found,2021-01-20,,,,,,,,,,SignalFrame (Wireless Registry),,X-Mode
Super Scores - Live Scores ,,Sports,,com.superscores.soccer,1000000,Pongpat Ratanaamornpin,https://reports.exodus-privacy.eu.org/en/reports/com.superscores.soccer/latest/ ,https://play.google.com/store/apps/details?id=com.superscores.soccer,https://www.virustotal.com/gui/file/d70775c26ea6e4e410c84df29fb9e3aae9ee6adade1529e689eb6673f9450581/detection,7.6.6 ,d70775c26ea6e4e410c84df29fb9e3aae9ee6adade1529e689eb6673f9450581,,,,Not Found,2021-01-20,,,,,Opensignal,,,,,,,
Sygic Navigation,,Navigation,,com.sygic.fleet,,Sygic s.r.o.,https://reports.exodus-privacy.eu.org/en/reports/com.sygic.fleet/latest/ ,https://play.google.com/store/apps/details?id=com.sygic.fleet,https://www.virustotal.com/gui/file/393800cb4d3a3d878aad216bd97f6db83d83a68b0a7556820823abb80a584dda/detection,13.8.3,393800cb4d3a3d878aad216bd97f6db83d83a68b0a7556820823abb80a584dda,,,,Not Found,2021-01-20,,,,,,,,,,,Sygic,
Messenger for Free Calling & Chatting - Tea Chat ,,Messenger,,com.teachat,5000,mamunur.pr3@gmail.com,https://reports.exodus-privacy.eu.org/en/reports/com.teachat/latest/ ,https://play.google.com/store/apps/details?id=com.teachat,https://www.virustotal.com/gui/file/56a5d837b05f8440dc48cf8f37ba7e3f72b3ed1aba0792bbb34daa6d1f93bcd4/detection,2.0.2,56a5d837b05f8440dc48cf8f37ba7e3f72b3ed1aba0792bbb34daa6d1f93bcd4,,,,Not Found,2021-01-20,,,,OneAudience,,,,,,,,
Mini Tube - Floating Video Tube Player,,TV,,com.TeamMini.miniTube,10000,,https://reports.exodus-privacy.eu.org/en/reports/com.TeamMini.miniTube/latest/ ,https://play.google.com/store/apps/details?id=com.TeamMini.miniTube,Not Found,1.2.1,ec9f4a636965181df46d9ca0025d4b68e63746f3b0640cc6c8766056fbd2cf84,,,,Not Found,2021-01-20,,,,OneAudience,Opensignal,,,,,,,
M Launcher -Marshmallow 6.0 ,,Utility,,com.uprui.launcher.marshmallow,1000000,UPRUI Launcher Group ,https://reports.exodus-privacy.eu.org/en/reports/com.uprui.launcher.marshmallow/latest/ ,https://play.google.com/store/apps/details?id=com.uprui.launcher.marshmallow,https://www.virustotal.com/gui/file/04d0592ce6e4239cc9200aa72a6c50e561dc7dde8e906f36b0275253faa16b30/detection,1.4.9,04d0592ce6e4239cc9200aa72a6c50e561dc7dde8e906f36b0275253faa16b30,,,,Not Found,2021-01-20,,,,OneAudience,,,,,,,,
Power VPN Free VPN,,VPN,,com.vpn.powervpn,1000000,"powervpn, powervpn",https://reports.exodus-privacy.eu.org/en/reports/com.vpn.powervpn/latest/ ,https://play.google.com/store/apps/details?id=com.vpn.powervpn,https://www.virustotal.com/gui/file/e523287aea7c13a1a95540b0374d386921a055c979130a57817473cae37fe0ad/detection,6.49,e523287aea7c13a1a95540b0374d386921a055c979130a57817473cae37fe0ad,,,,Not Found,2021-01-20,,,,OneAudience,,,,,,,,
