Name,Name Translation,Category,Genre (Google Play),Handle,Downloads,Developer,Exodus Privacy Report URL,Google Play URL,VirusTotal Report URL,Version (latest available),Checksum (latest available),Developer Email,Developer Website,Developer Privacy Policy,Google Play Status,Last Checked,Exponea (Infinario),Fysical (BeaconsInSpace),GeoUniq (Cloud4Wi),OneAudience,Opensignal,Placed (Foursquare),Predicio,Quadrant,Sense360,SignalFrame (Wireless Registry),Sygic,X-Mode
Weather & Widget - Weawow,,Weather,Weather,com.weawow,1000000,weawow weather app,https://reports.exodus-privacy.eu.org/en/reports/com.weawow/latest/ ,https://play.google.com/store/apps/details?id=com.weawow,https://www.virustotal.com/gui/file/be76b7019fe3f6d6781bd171b8c62791fc8e37e38a5462e59bfff7d3a35f6464/detection,4.5.1,be76b7019fe3f6d6781bd171b8c62791fc8e37e38a5462e59bfff7d3a35f6464,support@weawow.com,https://weawow.com/,https://weawow.com/i/privacy,,2021-01-20,,,,,,,Predicio,,,SignalFrame (Wireless Registry),,X-Mode
EchoTalk Messenger,,Messenger,Social,com.wEchoTalk_5395126,1000,OerlyCom Technologies,https://reports.exodus-privacy.eu.org/en/reports/com.wEchoTalk_5395126/latest/ ,https://play.google.com/store/apps/details?id=com.wEchoTalk_5395126,Not Found,2,8dd65862a374e66fb1cfb5fc95ff11aa66ba47ed2742cac793515ce62aad0a40,AliRaza6828@gmail.com,http://www.oerlycom.webs.com,http://oerlycom.webs.com/privacy,,2021-01-20,,,,OneAudience,,,Predicio,,,,,
Fire Chat pro,,Messenger,,com.wFireChatpro,,,https://reports.exodus-privacy.eu.org/en/reports/com.wFireChatpro/latest/ ,https://play.google.com/store/apps/details?id=com.wFireChatpro,Not Found,2,844fd02ff94aaebbdd0b04e15911aa19e0bcdfa0bc81c06215288892057e4266,,,,Not Found,2021-01-20,,,,OneAudience,,,Predicio,,,,,
Hey its me,,Messenger,,com.wHeyitsme_7891857,1,Small Dev ,https://reports.exodus-privacy.eu.org/en/reports/com.wHeyitsme_7891857/latest/ ,https://play.google.com/store/apps/details?id=com.wHeyitsme_7891857,Not Found,1,a06f2bdeee8ed9ae071851a1dc9c06de1302f7b8f6ecf759330aaeac82ca44d0,,,,Not Found,2021-01-20,,,,OneAudience,,,Predicio,,,,,
Jadid24,,News,,com.wJadid24_8249872,1,Jadid24 ,https://reports.exodus-privacy.eu.org/en/reports/com.wJadid24_8249872/latest/ ,https://play.google.com/store/apps/details?id=com.wJadid24_8249872,Not Found,4.1.0,ba7c2ba7e38905ccffe4484c642ee65986e5a89649b1c25f81a568f25f8bb3fb,,,,Not Found,2021-01-20,,,,OneAudience,,,Predicio,,,,,
kakaotalk Pro,,Messenger,,com.wkakaotalkPro_8064469,,,https://reports.exodus-privacy.eu.org/en/reports/com.wkakaotalkPro_8064469/latest/ ,https://play.google.com/store/apps/details?id=com.wkakaotalkPro_8064469,https://www.virustotal.com/gui/file/3bd8ea2c995f6e880b93b2f6ef1d53f8cb82b515e44aeae9950680a261f5a0dc/detection,1,3bd8ea2c995f6e880b93b2f6ef1d53f8cb82b515e44aeae9950680a261f5a0dc,,,,Not Found,2021-01-20,,,,OneAudience,,,Predicio,,,,,
Library Genesis,,Education,,com.wLibraryGenesis_8001055,,,https://reports.exodus-privacy.eu.org/en/reports/com.wLibraryGenesis_8001055/latest/ ,https://play.google.com/store/apps/details?id=com.wLibraryGenesis_8001055,Not Found,10.22,74c5b46293cebe477fd971740527c2a208f753b43a2dee19837b2b0dd1707419,,,,Not Found,2021-01-20,,,,OneAudience,,,Predicio,,,,,
OWL messenger,,Messenger,,com.wOWLmessenger_7923804,,syaifuddin2428@gmail.com,https://reports.exodus-privacy.eu.org/en/reports/com.wOWLmessenger_7923804/latest/ ,https://play.google.com/store/apps/details?id=com.wOWLmessenger_7923804,Not Found,1,f3bb3203759f9cd159e1c87f06ffcf80b67197a374e64421ccb6e11725eded5c,,,,Not Found,2021-01-20,,,,OneAudience,,,Predicio,,,,,
Stackoverflow Users,,Social,,com.wStackoverflowUsers_8065814,,gsr,https://reports.exodus-privacy.eu.org/en/reports/com.wStackoverflowUsers_8065814/latest/ ,https://play.google.com/store/apps/details?id=com.wStackoverflowUsers_8065814,https://www.virustotal.com/gui/file/28a21c146414b3b52a200fee41d7ae6a762f5d661a08374e404fe628d896c090/detection,1,28a21c146414b3b52a200fee41d7ae6a762f5d661a08374e404fe628d896c090,,,,Not Found,2021-01-20,,,,OneAudience,,,Predicio,,,,,
TELEGRAM LITE,,Messenger,,com.wTELEGRAMLITE_4977507,,"Anton, Desktopify, BestToolbars",https://reports.exodus-privacy.eu.org/en/reports/com.wTELEGRAMLITE_4977507/latest/ ,https://play.google.com/store/apps/details?id=com.wTELEGRAMLITE_4977507,Not Found,1.4,77961e4cb1e1f3e362e243d5d53b2a5d04aec0de8f6dbf05b954090f7ef420e0,,,,Not Found,2021-01-20,,,,OneAudience,,,Predicio,,,,,
5AB Messenger,,Messenger,,com.ww5ABMessenger_6760610,50,182330252322753@facebook.com,https://reports.exodus-privacy.eu.org/en/reports/com.ww5ABMessenger_6760610/latest/ ,https://play.google.com/store/apps/details?id=com.ww5ABMessenger_6760610,Not Found,1.2,3c9fd68a2bd6058537c43ff7c8c0ca207065b0e2d502ed0834d862e782b106f8,,,,Not Found,2021-01-20,,,,OneAudience,,,Predicio,,,,,
WeChat Pro,,Messenger,,com.wWeChatPro_7928881,,,https://reports.exodus-privacy.eu.org/en/reports/com.wWeChatPro_7928881/latest/ ,https://play.google.com/store/apps/details?id=com.wWeChatPro_7928881,https://www.virustotal.com/gui/file/06100f88242c1b772aa5a27b25c8ab4e47a9132507c6a83a72c94d0a7de0508a/detection,1,06100f88242c1b772aa5a27b25c8ab4e47a9132507c6a83a72c94d0a7de0508a,,,,Not Found,2021-01-20,,,,OneAudience,,,Predicio,,,,,
Bubble level,,Game,Tools,net.androgames.level,10000000,PixelProse SARL,https://reports.exodus-privacy.eu.org/en/reports/net.androgames.level/latest/ ,https://play.google.com/store/apps/details?id=net.androgames.level,https://www.virustotal.com/gui/file/3e30e5bcbf069b96a2357b3ab4dea4c2e2e00320fb1188a98eab0761d48de3d6/detection,8.0.3,3e30e5bcbf069b96a2357b3ab4dea4c2e2e00320fb1188a98eab0761d48de3d6,antoine.vianey@gmail.com,https://pixelprose.fr,https://pixelprose.fr/privacy-policies/,,2021-01-20,,,,,,,Predicio,,Sense360,SignalFrame (Wireless Registry),,X-Mode
Simple weather & clock widget (no ads),,Weather,Weather,net.difer.weather,1000000,Difer,https://reports.exodus-privacy.eu.org/en/reports/net.difer.weather/latest/ ,https://play.google.com/store/apps/details?id=net.difer.weather,https://www.virustotal.com/gui/file/6398a4a9e2e76906ce7e934c1596a774c3c6398329a07e3d984fb94982576cc0/detection,0.9.59,6398a4a9e2e76906ce7e934c1596a774c3c6398329a07e3d984fb94982576cc0,android@difer.net,https://weather.difer.net,https://weather.difer.net/privacy,,2021-01-20,,,,OneAudience,,,Predicio,,,SignalFrame (Wireless Registry),,X-Mode
Salaat First (Prayer Times) ,,Religious,Lifestyle,org.hicham.salaat,10000000,Hicham BOUSHABA,https://reports.exodus-privacy.eu.org/en/reports/160142/,https://play.google.com/store/apps/details?id=org.hicham.salaat,https://www.virustotal.com/gui/file/cce3eea0f85dc209e9db624276b7d99503245798b21f3ca421de00c83886d16e/detection,5.1.12,cce3eea0f85dc209e9db624276b7d99503245798b21f3ca421de00c83886d16e,,,,Not Found,2021-01-20,,,,,,,Predicio,,,,,
Fu*** Weather (Funny Weather),,Weather,Weather,pl.lawiusz.funnyweather.release,1000000,ZsuiwaL,https://reports.exodus-privacy.eu.org/en/reports/pl.lawiusz.funnyweather.release/latest/ ,https://play.google.com/store/apps/details?id=pl.lawiusz.funnyweather.release,https://www.virustotal.com/gui/file/6d23151e69a57f67111d4969594316576577ae8a2015aff336ab6ef0fb2a07b4/detection,11.0.18 (20200616 22:22)-release,6d23151e69a57f67111d4969594316576577ae8a2015aff336ab6ef0fb2a07b4,support@zsuiwal.com,https://funnyweather.zsuiwal.com?utm_source=google_play,https://funnyweather.zsuiwal.com/privacy/?utm_source=google_play&utm_medium=lfw_privacy,,2021-01-20,,,,,,,Predicio,Quadrant,,,,
