Name,Name Translation,Category,Genre (Google Play),Handle,Downloads,Developer,Exodus Privacy Report URL,Google Play URL,VirusTotal Report URL,Version (latest available),Checksum (latest available),Developer Email,Developer Website,Developer Privacy Policy,Google Play Status,Last Checked,Exponea (Infinario),Fysical (BeaconsInSpace),GeoUniq (Cloud4Wi),OneAudience,Opensignal,Placed (Foursquare),Predicio,Quadrant,Sense360,SignalFrame (Wireless Registry),Sygic,X-Mode
Speech2Text Translator,,Audio,Tools,com.audiosdroid.speech2text,1000,Audiosdroid OU,https://reports.exodus-privacy.eu.org/en/reports/com.audiosdroid.speech2text/latest/ ,https://play.google.com/store/apps/details?id=com.audiosdroid.speech2text,Not Found,1.1.4 ,b7acadc85b7638500fcb6e1628ca9d7d7a778071b52b6b1f732ce0f31590dcd1,admin@audiosdroid.com,https://www.audiosdroid.com,https://www.audiosdroid.com/terms,,2021-01-20,,,,,,,,,,SignalFrame (Wireless Registry),,X-Mode
Vocal Calculator,,Audio,Tools,com.audiosdroid.vocalcalc,1000,Audiosdroid OU,https://reports.exodus-privacy.eu.org/en/reports/com.audiosdroid.vocalcalc/latest/ ,https://play.google.com/store/apps/details?id=com.audiosdroid.vocalcalc,Not Found,1.2.0,d180057f2aff5ddb4a3562ca21f3ce446605a264cc23d5a4a3159c7b60c145c7,admin@audiosdroid.com,https://www.audiosdroid.com,https://www.audiosdroid.com/terms,,2021-01-20,,,,,,,,,,SignalFrame (Wireless Registry),,X-Mode
Zorro Browser ,,Browser,,com.bharatbrowser91,100,R Tech Solutions,https://reports.exodus-privacy.eu.org/en/reports/com.bharatbrowser91/latest/ ,https://play.google.com/store/apps/details?id=com.bharatbrowser91,https://www.virustotal.com/gui/file/87738c3d3666ad79081cd432ed2a2e444dba1991c6e61132a66e11d5c7a0022f/detection,2.1,87738c3d3666ad79081cd432ed2a2e444dba1991c6e61132a66e11d5c7a0022f,,,,Not Found,2021-01-20,,,,OneAudience,,,,,,SignalFrame (Wireless Registry),,
GPS Speedometer,,Navigation,Auto & Vehicles,com.digitalhud.speedometer,1000000,AppSourceHub,https://reports.exodus-privacy.eu.org/en/reports/com.digitalhud.speedometer/latest/ ,https://play.google.com/store/apps/details?id=com.digitalhud.speedometer,https://www.virustotal.com/gui/file/e538987545fda8b26906caaa51ee1931f372d9ab075f2000fe53f83d0347bbae/detection,9.2,e538987545fda8b26906caaa51ee1931f372d9ab075f2000fe53f83d0347bbae,admin@appsourcehub.com,http://appsourcehub.com,http://www.appsourcehub.com/privacy/new_speedometer.html,,2021-01-20,,,,,,,,,,SignalFrame (Wireless Registry),,X-Mode
4shared,,Filesharing,,com.forshared,1000000,New IT Solutions,https://reports.exodus-privacy.eu.org/en/reports/com.forshared/latest/ ,https://play.google.com/store/apps/details?id=com.forshared,https://www.virustotal.com/gui/file/90f1a1604379fdb929c75915c6e29e0cb9fc17a6aacfaef52b69a42f106fa53a/detection,3.88.0,90f1a1604379fdb929c75915c6e29e0cb9fc17a6aacfaef52b69a42f106fa53a,,,,Not Found,2021-01-20,,,,OneAudience,Opensignal,,Predicio,,,SignalFrame (Wireless Registry),,X-Mode
4shared ,,Filesharing,Entertainment,com.forshared.files,50000000,New IT Solutions,https://reports.exodus-privacy.eu.org/en/reports/com.forshared.files/latest/ ,https://play.google.com/store/apps/details?id=com.forshared.files,https://www.virustotal.com/gui/file/5799a372612fb13e43da512252944a1b552c248c7a968acd498c6ba15af001fd/detection,4.22.0 ,5799a372612fb13e43da512252944a1b552c248c7a968acd498c6ba15af001fd,feedback.android@4shared.com,http://4shared.com,https://www.4s.io/privacy.jsp,,2021-01-20,,,,,,,,,,SignalFrame (Wireless Registry),,X-Mode
Video MP3 Converter,,Audio,Music & Audio,com.fundevs.app.mediaconverter,100000000,FunDevs LLC,https://reports.exodus-privacy.eu.org/en/reports/com.fundevs.app.mediaconverter/latest/ ,https://play.google.com/store/apps/details?id=com.fundevs.app.mediaconverter,https://www.virustotal.com/gui/file/9e154e64d9fd036f92b03daaa1700cefa10e4850acc28df1b8bcea1a7ea47500/detection,2.6.1,9e154e64d9fd036f92b03daaa1700cefa10e4850acc28df1b8bcea1a7ea47500,mp3converter@fundevs.com,http://www.fundevs.com/posts/converter.html,http://www.fundevs.com/policy/,,2021-01-20,,,,,,,,,,SignalFrame (Wireless Registry),,X-Mode
Statesman Journal,,News,News & Magazines,com.gannett.local.library.news.statesmanjournal,10000,Gannett,https://reports.exodus-privacy.eu.org/en/reports/com.gannett.local.library.news.statesmanjournal/latest/ ,https://play.google.com/store/apps/details?id=com.gannett.local.library.news.statesmanjournal,Not Found,5.11,e8f8fc50b4d5ddfdffaf2a9a8f722e039b9bf8eb2e71bf4d0011b7132753fade,mobilesupport@gannett.com,http://www.gannett.com,https://cm.statesmanjournal.com/privacy,,2021-01-20,,,,,,,,,,SignalFrame (Wireless Registry),,
textPlus: Free Text & Calls,,Messenger,Social,com.gogii.textplus,10000000,textPlus,https://reports.exodus-privacy.eu.org/en/reports/com.gogii.textplus/latest/ ,https://play.google.com/store/apps/details?id=com.gogii.textplus,https://www.virustotal.com/gui/file/8e15e40109fbce16f1dec65454acd38f6f22233332dc5129fc642af58a708507/detection,7.6.8,8e15e40109fbce16f1dec65454acd38f6f22233332dc5129fc642af58a708507,support@textplus.com,http://www.textplus.com,http://www.textplus.com/textplus-privacy-policy/,,2021-01-20,,,,OneAudience,,,,,,SignalFrame (Wireless Registry),,
Free Adblocker Browser,,Browser,Communication,com.hsv.freeadblockerbrowser,10000000,Adblock - Rocketshield Browser Technology Limited,https://reports.exodus-privacy.eu.org/en/reports/com.hsv.freeadblockerbrowser/latest/ ,https://play.google.com/store/apps/details?id=com.hsv.freeadblockerbrowser,https://www.virustotal.com/gui/file/139fafc9dec637d931e572b7f62bd69c7d224c1addd3987822df09d4b1d1509f/detection,80.0.2016123321,139fafc9dec637d931e572b7f62bd69c7d224c1addd3987822df09d4b1d1509f,support@rocketshield.co,http://www.freeadblockerbrowser.com,https://www.freeadblockerbrowser.com/data-privacy-website/,,2021-01-20,,,,,,,,,,SignalFrame (Wireless Registry),,
Private Browser ,,Browser,Entertainment,com.hsv.privatebrowser,500000,Adblock - Rocketshield Browser Technology Limited,https://reports.exodus-privacy.eu.org/en/reports/com.hsv.privatebrowser/latest/ ,https://play.google.com/store/apps/details?id=com.hsv.privatebrowser,https://www.virustotal.com/gui/file/7587e9e87abf23f0c9f02aa88f51046a350e822a2aead28b83448160ce8589c8/detection,80.0.2016123313,7587e9e87abf23f0c9f02aa88f51046a350e822a2aead28b83448160ce8589c8,support@rocketshield.co,None,https://www.freeadblockerbrowser.com/data-privacy-website/,,2021-01-20,,,,,Opensignal,,,,,SignalFrame (Wireless Registry),,
Black Dating ♥️ Meet Online Blacky Singles Nearby,,Dating,Social,com.innovate.BlackPeopleMingle,100000,Innovation Dating Apps,https://reports.exodus-privacy.eu.org/en/reports/com.innovate.BlackPeopleMingle/latest/ ,https://play.google.com/store/apps/details?id=com.innovate.BlackPeopleMingle,https://www.virustotal.com/gui/file/85c4ae2a8ebe3c75d05e8cb9886bbfc76e0880eabed061a923508d4566eff47f/detection,6.3.0,85c4ae2a8ebe3c75d05e8cb9886bbfc76e0880eabed061a923508d4566eff47f,ask@innovatedating.com,https://blackppl.innovatedating.com,https://blackppl.innovatedating.com/privacy,,2021-01-20,,,,,,,,,,SignalFrame (Wireless Registry),,X-Mode
Brazil Social - Brazilian Singles Flirt & Date App,,Dating,Lifestyle,com.innovate.BrazilSocial,100000,Innovation Dating Apps,https://reports.exodus-privacy.eu.org/en/reports/com.innovate.BrazilSocial/latest/ ,https://play.google.com/store/apps/details?id=com.innovate.BrazilSocial,https://www.virustotal.com/gui/file/670b377339b4ce09e6d41ed8774ae367f44af66d900892cd3b0acdf23a257804/detection,6.3.0,670b377339b4ce09e6d41ed8774ae367f44af66d900892cd3b0acdf23a257804,ask@innovatedating.com,https://brazil.innovatedating.com,https://brazil.innovatedating.com/privacy,,2021-01-20,,,,,,,,,,SignalFrame (Wireless Registry),,X-Mode
"Chinese Social 💖 Free Chat, Dating App for Huaren",,Dating,Lifestyle,com.innovate.ChinaSocial,100000,Innovation Dating Apps,https://reports.exodus-privacy.eu.org/en/reports/com.innovate.ChinaSocial/latest/ ,https://play.google.com/store/apps/details?id=com.innovate.ChinaSocial,https://www.virustotal.com/gui/file/09adc5c62455743ac0311aacd23828ab4edf7d46fe5eb9273ab9268df8d81166/detection,6.5.0 ,09adc5c62455743ac0311aacd23828ab4edf7d46fe5eb9273ab9268df8d81166,ask@innovatedating.com,https://china.innovatedating.com,https://china.innovatedating.com/privacy,,2021-01-20,,,,,,,,,,SignalFrame (Wireless Registry),,X-Mode
Colombia Social - Free Match & Chat for Colombians,,Dating,Lifestyle,com.innovate.ColombianSocial,100000,Innovation Dating Apps,https://reports.exodus-privacy.eu.org/en/reports/com.innovate.ColombianSocial/latest/ ,https://play.google.com/store/apps/details?id=com.innovate.ColombianSocial,https://www.virustotal.com/gui/file/19be7031fe20fa0a70f2e268d347ccdabd936b0c04fbafc46f3344313ac3d82f/detection,6.3.0,19be7031fe20fa0a70f2e268d347ccdabd936b0c04fbafc46f3344313ac3d82f,ask@innovatedating.com,https://colombia.innovatedating.com,https://colombia.innovatedating.com/privacy,,2021-01-20,,,,,,,,,,SignalFrame (Wireless Registry),,X-Mode
Egypt Social - Video Dating Chat App For Egyptians,,Dating,Lifestyle,com.innovate.EgyptCupid,50000,Innovation Dating Apps,https://reports.exodus-privacy.eu.org/en/reports/com.innovate.EgyptCupid/latest/ ,https://play.google.com/store/apps/details?id=com.innovate.EgyptCupid,https://www.virustotal.com/gui/file/819156844d6f272bf7763ad57193ba7423768e422617d23fee6e550971be0e40/detection,6.3.0 ,819156844d6f272bf7763ad57193ba7423768e422617d23fee6e550971be0e40,ask@innovatedating.com,https://egypt.innovatedating.com,https://egypt.innovatedating.com/privacy,,2021-01-20,,,,,,,,,,SignalFrame (Wireless Registry),,X-Mode
Filipino Social - Dating Chat Philippines Singles,,Dating,Social,com.innovate.FilipinoSocial,500000,Innovation Dating Apps,https://reports.exodus-privacy.eu.org/en/reports/com.innovate.FilipinoSocial/latest/ ,https://play.google.com/store/apps/details?id=com.innovate.FilipinoSocial,https://www.virustotal.com/gui/file/2d21ee888b6bdf36bf4f74ec82ad7252dc3588de999df741c88bb5fbf6c336f4/detection,6.4.0,2d21ee888b6bdf36bf4f74ec82ad7252dc3588de999df741c88bb5fbf6c336f4,ask@innovatedating.com,https://pinoy.innovatedating.com,https://pinoy.innovatedating.com/privacy,,2021-01-20,,,,,,,,,,SignalFrame (Wireless Registry),,X-Mode
Hong Kong Social- Chat Dating App for Hong Kongers,,Dating,Lifestyle,com.innovate.HongKongSocial,50000,Innovation Dating Apps,https://reports.exodus-privacy.eu.org/en/reports/com.innovate.HongKongSocial/latest/ ,https://play.google.com/store/apps/details?id=com.innovate.HongKongSocial,https://www.virustotal.com/gui/file/e00b0f17cf7548e3cb72f26b72cbae7f33b867ee9a06808adde9ca296bf170e0/detection,6.3.0 ,e00b0f17cf7548e3cb72f26b72cbae7f33b867ee9a06808adde9ca296bf170e0,ask@innovatedating.com,https://hongkong.innovatedating.com,https://hongkong.innovatedating.com/privacy,,2021-01-20,,,,,,,,,,SignalFrame (Wireless Registry),,X-Mode
Indonesia Social - Dating Chat,,Dating,Lifestyle,com.innovate.IndonesiaSocial,100000,Innovation Dating Apps,https://reports.exodus-privacy.eu.org/en/reports/com.innovate.IndonesiaSocial/latest/ ,https://play.google.com/store/apps/details?id=com.innovate.IndonesiaSocial,https://www.virustotal.com/gui/file/695ff880fa553f476c25efc8b314e8cc370466fec7165b67bac0b60c94dc0cd8/detection,6.3.0 ,695ff880fa553f476c25efc8b314e8cc370466fec7165b67bac0b60c94dc0cd8,ask@innovatedating.com,https://indo.innovatedating.com,https://indo.innovatedating.com/privacy,,2021-01-20,,,,,,,,,,SignalFrame (Wireless Registry),,X-Mode
Iran Social - Chat Meet People,,Dating,Lifestyle,com.innovate.IranCupid,10000,Innovation Dating Apps,https://reports.exodus-privacy.eu.org/en/reports/com.innovate.IranCupid/latest/ ,https://play.google.com/store/apps/details?id=com.innovate.IranCupid,https://www.virustotal.com/gui/file/6be37b84341da4ac0b6e624969d706cc15af3a85b656e3e3e11726702e2e0316/detection,6.3.0,6be37b84341da4ac0b6e624969d706cc15af3a85b656e3e3e11726702e2e0316,ask@innovatedating.com,http://iran.innovatedating.com,https://iran.innovatedating.com/privacy,,2021-01-20,,,,,,,,,,SignalFrame (Wireless Registry),,X-Mode
Japan Social: Dating & Chat with Japanese & Asians,,Dating,Social,com.innovate.JapanSocial,100000,Innovation Dating Apps,https://reports.exodus-privacy.eu.org/en/reports/com.innovate.JapanSocial/latest/ ,https://play.google.com/store/apps/details?id=com.innovate.JapanSocial,https://www.virustotal.com/gui/file/74e730902a397d3e594331c0ca79c8705dbe3bbdc567572d6fb9f15699b18b0d/detection,6.3.0,74e730902a397d3e594331c0ca79c8705dbe3bbdc567572d6fb9f15699b18b0d,ask@innovatedating.com,https://japan.innovatedating.com,https://japan.innovatedating.com/privacy,,2021-01-20,,,,,,,,,,SignalFrame (Wireless Registry),,X-Mode
Korea Social ♥ Online Dating Apps to Meet & Match,,Dating,Social,com.innovate.KoreaSocial,500000,Innovation Dating Apps,https://reports.exodus-privacy.eu.org/en/reports/com.innovate.KoreaSocial/latest/ ,https://play.google.com/store/apps/details?id=com.innovate.KoreaSocial,https://www.virustotal.com/gui/file/70467521f3e16cccef69808d073cb328b8f6a290006877c7a57483c0feddf68a/detection,6.3.0,70467521f3e16cccef69808d073cb328b8f6a290006877c7a57483c0feddf68a,ask@innovatedating.com,https://korea.innovatedating.com,https://korea.innovatedating.com/privacy,,2021-01-20,,,,,,,,,,SignalFrame (Wireless Registry),,X-Mode
Mexico Social- Dating App & Date Chat for Mexicans,,Dating,Lifestyle,com.innovate.MexicoSocial,100000,Innovation Dating Apps,https://reports.exodus-privacy.eu.org/en/reports/com.innovate.MexicoSocial/latest/ ,https://play.google.com/store/apps/details?id=com.innovate.MexicoSocial,https://www.virustotal.com/gui/file/f2f73edd844e07d0611d91ef52f00d14f9b8c986482d194bab94d1f3236a0a5a/detection,6.3.0,f2f73edd844e07d0611d91ef52f00d14f9b8c986482d194bab94d1f3236a0a5a,ask@innovatedating.com,https://mexico.innovatedating.com,https://mexico.innovatedating.com/privacy,,2021-01-20,,,,,,,,,,SignalFrame (Wireless Registry),,X-Mode
Russia Social - Chat & Flirt with Single Russians,,Dating,Lifestyle,com.innovate.RussianSocial,100000,Innovation Dating Apps,https://reports.exodus-privacy.eu.org/en/reports/com.innovate.RussianSocial/latest/ ,https://play.google.com/store/apps/details?id=com.innovate.RussianSocial,https://www.virustotal.com/gui/file/1248ab17377a584f74aa406e57682a79a52f490b1e1b5d63423635a544f27424/detection,6.3.0 ,1248ab17377a584f74aa406e57682a79a52f490b1e1b5d63423635a544f27424,ask@innovatedating.com,https://russia.innovatedating.com,https://russia.innovatedating.com/privacy,,2021-01-20,,,,,,,,,,SignalFrame (Wireless Registry),,X-Mode
Singapore Social - Dating App,,Dating,Lifestyle,com.innovate.SingaporeSocial,50000,Innovation Dating Apps,https://reports.exodus-privacy.eu.org/en/reports/com.innovate.SingaporeSocial/latest/ ,https://play.google.com/store/apps/details?id=com.innovate.SingaporeSocial,https://www.virustotal.com/gui/file/d4798152e12397d69d921150ddc44b01c8d7c236fb55cd94e0e38959bf7e9ebc/detection,6.4.1,d4798152e12397d69d921150ddc44b01c8d7c236fb55cd94e0e38959bf7e9ebc,ask@innovatedating.com,https://singapore.innovatedating.com,https://singapore.innovatedating.com/privacy,,2021-01-20,,,,,,,,,,SignalFrame (Wireless Registry),,X-Mode
South Africa Social - Free Online Dating Chat App,,Dating,Lifestyle,com.innovate.SouthAfricaSocial,100000,Innovation Dating Apps,https://reports.exodus-privacy.eu.org/en/reports/com.innovate.SouthAfricaSocial/latest/ ,https://play.google.com/store/apps/details?id=com.innovate.SouthAfricaSocial,https://www.virustotal.com/gui/file/0d488360731219c0d27853095ac04e05c0cbf5742c4d9c01d98e7ca89e1a20cf/detection,6.3.0 ,0d488360731219c0d27853095ac04e05c0cbf5742c4d9c01d98e7ca89e1a20cf,ask@innovatedating.com,https://southafrica.innovatedating.com,https://southafrica.innovatedating.com/privacy,,2021-01-20,,,,,,,,,,SignalFrame (Wireless Registry),,X-Mode
"Thai Social - App for Thais to Chat, Match, & Date",,Dating,Lifestyle,com.innovate.ThaiSocial,100000,Innovation Dating Apps,https://reports.exodus-privacy.eu.org/en/reports/com.innovate.ThaiSocial/latest/ ,https://play.google.com/store/apps/details?id=com.innovate.ThaiSocial,https://www.virustotal.com/gui/file/ce2fbfb81a0b276ad299d09dcf86ae5a5352df9fd3b09475acb74a91b3344574/detection,6.3.0 ,ce2fbfb81a0b276ad299d09dcf86ae5a5352df9fd3b09475acb74a91b3344574,ask@innovatedating.com,https://thai.innovatedating.com,https://thai.innovatedating.com/privacy,,2021-01-20,,,,,,,,,,SignalFrame (Wireless Registry),,X-Mode
Ukraine Social - Meet & Dating Ukrainian Friends,,Dating,Lifestyle,com.innovate.UkraineSocial,100000,Innovation Dating Apps,https://reports.exodus-privacy.eu.org/en/reports/com.innovate.UkraineSocial/latest/ ,https://play.google.com/store/apps/details?id=com.innovate.UkraineSocial,https://www.virustotal.com/gui/file/917d768755c6bc743c7ea3e66d4931c9231d6c272ffb7c89fc75f93b83fc0d6c/detection,6.3.0 ,917d768755c6bc743c7ea3e66d4931c9231d6c272ffb7c89fc75f93b83fc0d6c,ask@innovatedating.com,https://ukraine.innovatedating.com,https://ukraine.innovatedating.com/privacy,,2021-01-20,,,,,,,,,,SignalFrame (Wireless Registry),,X-Mode
UAE Social - Local Dating Apps for Online Singles,,Dating,Lifestyle,com.innovate.UnitedArabEmiratesCupid,100000,Innovation Dating Apps,https://reports.exodus-privacy.eu.org/en/reports/com.innovate.UnitedArabEmiratesCupid/latest/ ,https://play.google.com/store/apps/details?id=com.innovate.UnitedArabEmiratesCupid,https://www.virustotal.com/gui/file/1bf667b624be93708942b647e3040031e3744ebc9b53019eeb7b6f48abc14086/detection,6.3.0,1bf667b624be93708942b647e3040031e3744ebc9b53019eeb7b6f48abc14086,ask@innovatedating.com,https://uae.innovatedating.com,https://uae.innovatedating.com/privacy,,2021-01-20,,,,,,,,,,SignalFrame (Wireless Registry),,X-Mode
"Vietnam Social ♥ Dating, Chat App for Viet Singles",,Dating,Social,com.innovate.VietSocial,100000,Innovation Dating Apps,https://reports.exodus-privacy.eu.org/en/reports/com.innovate.VietSocial/latest/ ,https://play.google.com/store/apps/details?id=com.innovate.VietSocial,https://www.virustotal.com/gui/file/ddaf51432e97dd9e55f8a5b88028fb2d2dc9444456d6ea1f9f2d698721ee9b17/detection,6.3.0,ddaf51432e97dd9e55f8a5b88028fb2d2dc9444456d6ea1f9f2d698721ee9b17,ask@innovatedating.com,https://viet.innovatedating.com,https://viet.innovatedating.com/privacy,,2021-01-20,,,,,,,,,,SignalFrame (Wireless Registry),,X-Mode
Moco: Chat & Meet New People,,Dating,Social,com.jnj.mocospace.android,10000000,"JNJ Mobile, Inc",https://reports.exodus-privacy.eu.org/en/reports/com.jnj.mocospace.android/latest/ ,https://play.google.com/store/apps/details?id=com.jnj.mocospace.android,https://www.virustotal.com/gui/file/bd3a5cecd01819691dd3240cdcc5d2b750faee23175bee47e0114ecc104a9751/detection,2.6.218 ,bd3a5cecd01819691dd3240cdcc5d2b750faee23175bee47e0114ecc104a9751,android@corp.mocospace.com,https://www.mocospace.com,https://www.mocospace.com/link/privacy.jsp,,2021-01-20,,,,OneAudience,,,,,,SignalFrame (Wireless Registry),,X-Mode
global storms,,Weather,Weather,com.kellytechnology.NOAA_Now,1000000,Kelly Technology Inc.,https://reports.exodus-privacy.eu.org/en/reports/com.kellytechnology.NOAA_Now/latest/ ,https://play.google.com/store/apps/details?id=com.kellytechnology.NOAA_Now,https://www.virustotal.com/gui/file/5118441f7f87a234d3749dfbbb7e44271b1ea40c5702889835d0a3a698ba1198/detection,10.16.3,5118441f7f87a234d3749dfbbb7e44271b1ea40c5702889835d0a3a698ba1198,support@kellytechnology.com,https://www.kellytechnology.com,https://www.kellytechnology.com/privacy/privacy_policy.html,,2021-01-20,,,,,,,,,Sense360,SignalFrame (Wireless Registry),,X-Mode
Hexlock,,Utility,,com.liquidum.hexlock,,Liquidum,https://reports.exodus-privacy.eu.org/en/reports/com.liquidum.hexlock/latest/ ,https://play.google.com/store/apps/details?id=com.liquidum.hexlock,https://www.virustotal.com/gui/file/741b81d15ae011ddfa408ef47c335c4892b34bdd4406bab7e9be4d5494796b0a/detection,2.0.136,741b81d15ae011ddfa408ef47c335c4892b34bdd4406bab7e9be4d5494796b0a,,,,Not Found,2021-01-20,,,,OneAudience,,,,,,SignalFrame (Wireless Registry),,
