Name,Name Translation,Category,Genre (Google Play),Handle,Downloads,Developer,Exodus Privacy Report URL,Google Play URL,VirusTotal Report URL,Version (latest available),Checksum (latest available),Developer Email,Developer Website,Developer Privacy Policy,Google Play Status,Last Checked,Exponea (Infinario),Fysical (BeaconsInSpace),GeoUniq (Cloud4Wi),OneAudience,Opensignal,Placed (Foursquare),Predicio,Quadrant,Sense360,SignalFrame (Wireless Registry),Sygic,X-Mode
ScoutLook Hunting App: Weather & Property Lines,,Weather,Weather,com.scoutlook.hunting,500000,HuntLogix,https://reports.exodus-privacy.eu.org/en/reports/com.scoutlook.hunting/latest/ ,https://play.google.com/store/apps/details?id=com.scoutlook.hunting,https://www.virustotal.com/gui/file/11d97e77aedd18d9f85122198abf3c0b78906eba3dfc7a9ff48c62f647fcda2b/detection,2.13.105 ,11d97e77aedd18d9f85122198abf3c0b78906eba3dfc7a9ff48c62f647fcda2b,support@huntstand.com,http://www.scoutlookweather.com,https://www.scoutlookweather.com/privacy-policy,,2021-01-20,,Fysical (BeaconsInSpace),,,,,,,,,,
CityMaps2Go  Offline Maps for Travel and Outdoors,,Travel,Maps & Navigation,com.ulmon.android.citymaps2go,5000000,CityMaps2Go,https://reports.exodus-privacy.eu.org/en/reports/com.ulmon.android.citymaps2go/latest/ ,https://play.google.com/store/apps/details?id=com.ulmon.android.citymaps2go,https://www.virustotal.com/gui/file/0eb3758e44163835322aef18970531d81b821a73c6ab6a142be9ce99c76d7199/detection,12.0.2 (Play),0eb3758e44163835322aef18970531d81b821a73c6ab6a142be9ce99c76d7199,support@ulmon.com,http://www.ulmon.com/?utm_medium=CMTGL&utm_content=AllLang&utm_campaign=AppStoreTracking&utm_source=PlayStoreText,http://www.ulmon.com/support/privacy-policy/,,2021-01-20,,Fysical (BeaconsInSpace),,,,,,,,,,X-Mode
Madrid Travel Guide,,Travel,Travel & Local,com.ulmon.android.playmadrid,10000,CityMaps2Go,https://reports.exodus-privacy.eu.org/en/reports/com.ulmon.android.playmadrid/latest/ ,https://play.google.com/store/apps/details?id=com.ulmon.android.playmadrid,Not Found,12.0.2 (Play) ,aae76f9158a2fb233ced90025046e2b83eb3bedc5419e61fd34b704a8ac13396,support@ulmon.com,http://www.ulmon.com/?utm_medium=CMTGL&utm_content=AllLang&utm_campaign=AppStoreTracking&utm_source=,http://www.ulmon.com/support/privacy-policy/,,2021-01-20,,Fysical (BeaconsInSpace),,,,,,,,,,X-Mode
Paris Travel Guide,,Travel,Travel & Local,com.ulmon.android.playparis,100000,CityMaps2Go,https://reports.exodus-privacy.eu.org/en/reports/com.ulmon.android.playparis/latest/ ,https://play.google.com/store/apps/details?id=com.ulmon.android.playparis,Not Found,12.0.2 (Play),83796c75b7c13c39d1cb0447ffc3988a8748fe0c3d204e2d567a9ed8d846d987,support@ulmon.com,http://www.ulmon.com/?utm_medium=CMTGL&utm_content=AllLang&utm_campaign=AppStoreTracking&utm_source=PlayStoreText,http://www.ulmon.com/support/privacy-policy/,,2021-01-20,,Fysical (BeaconsInSpace),,,,,,,,,,X-Mode
Prague Travel Guide,,Travel,Travel & Local,com.ulmon.android.playprague,100000,CityMaps2Go,https://reports.exodus-privacy.eu.org/en/reports/com.ulmon.android.playprague/latest/ ,https://play.google.com/store/apps/details?id=com.ulmon.android.playprague,Not Found,11.3.1 (Play),a3cd730e4917f77017aec175d6787de01357578d3955b19d5d51812146ddf16b,support@ulmon.com,http://www.ulmon.com/?utm_medium=CMTGL&utm_content=AllLang&utm_campaign=AppStoreTracking&utm_source=PlayStoreText,http://www.ulmon.com/support/privacy-policy/,,2021-01-20,,Fysical (BeaconsInSpace),,,,,,,,,,X-Mode
Vienna Travel Guide,,Travel,Travel & Local,com.ulmon.android.playvienna,100000,CityMaps2Go,https://reports.exodus-privacy.eu.org/en/reports/com.ulmon.android.playvienna/latest/ ,https://play.google.com/store/apps/details?id=com.ulmon.android.playvienna,Not Found,10.9.7 ,6e5e8bae6a369d8115ccc9841d35bf4b45e878b1c0262832a641f0abc41fd3b5,support@ulmon.com,http://www.ulmon.com/?utm_medium=CMTGL&utm_content=AllLang&utm_campaign=AppStoreTracking&utm_source=PlayStoreText,http://www.ulmon.com/support/privacy-policy/,,2021-01-20,,Fysical (BeaconsInSpace),,,,,,,,,,
WT ForecastPro,,Weather,,com.williamking.whattheforecast.pro,1000,,https://reports.exodus-privacy.eu.org/en/reports/com.williamking.whattheforecast.pro/latest/ ,https://play.google.com/store/apps/details?id=com.williamking.whattheforecast.pro,https://www.virustotal.com/gui/file/86887d8e79cb88c4a0c7854aa1dde41459b35cff2bef4b89c5c98e3c5b1bf25a/detection,2.1.0.65,86887d8e79cb88c4a0c7854aa1dde41459b35cff2bef4b89c5c98e3c5b1bf25a,,,,Not Found,2021-01-20,,Fysical (BeaconsInSpace),,OneAudience,,,,,,SignalFrame (Wireless Registry),,X-Mode
"Mingle2 Free Online Dating App - Chat, Date, Meet",,Dating,Dating,mingle.android.mingle2,5000000,Mingle Dating Social Network,https://reports.exodus-privacy.eu.org/en/reports/mingle.android.mingle2/latest/ ,https://play.google.com/store/apps/details?id=mingle.android.mingle2,https://www.virustotal.com/gui/file/1c08e970ac7ef9b2d0c1ffd9374d30d5e1d4c55635e27af7f2b46c044ec3f3fb/detection,6.5.3,1c08e970ac7ef9b2d0c1ffd9374d30d5e1d4c55635e27af7f2b46c044ec3f3fb,m2.support@nextc.com,http://mingle2.com,http://mingle2.com/welcome/showPrivacy,,2021-01-20,,Fysical (BeaconsInSpace),,OneAudience,,,,,,SignalFrame (Wireless Registry),,X-Mode
Jack’d - Gay Chat & Dating,,Dating,Social,mobi.jackd.android,5000000,Perry Street Software,https://reports.exodus-privacy.eu.org/en/reports/mobi.jackd.android/latest/ ,https://play.google.com/store/apps/details?id=mobi.jackd.android,https://www.virustotal.com/gui/file/ec3c98a2a0cb4d26b87662b50ad22d837207a06a44fe6f31c9cc99f447b5db67/detection,6.3201,ec3c98a2a0cb4d26b87662b50ad22d837207a06a44fe6f31c9cc99f447b5db67,support@jackd.com,https://jackd.com,https://www.jackd.com/privacy,,2021-01-20,,Fysical (BeaconsInSpace),,,,,,,,,,
Harris J ,,Audio,Music & Audio,net.manageapps.app_100458,100000,Awakening Worldwide Ltd.,https://reports.exodus-privacy.eu.org/en/reports/net.manageapps.app_100458/latest/ ,https://play.google.com/store/apps/details?id=net.manageapps.app_100458,https://www.virustotal.com/gui/file/da311c71b44f4eeaf89b9393be3ed6f64a19098a3c0e7490e66ff48c628f1185/detection,6.23.25,da311c71b44f4eeaf89b9393be3ed6f64a19098a3c0e7490e66ff48c628f1185,info@awakening.org,http://www.awakeningworldwide.com/,https://www.manageapps.net/privacy,,2021-01-20,,Fysical (BeaconsInSpace),,,,,,,,,,
Mesut Kurtis,,Audio,Music & Audio,net.manageapps.app_102853,5000,Awakening Worldwide Ltd.,https://reports.exodus-privacy.eu.org/en/reports/net.manageapps.app_102853/latest/ ,https://play.google.com/store/apps/details?id=net.manageapps.app_102853,https://www.virustotal.com/gui/file/fc924df8669014b3709b3baeb4439a978406688c9f160e48ffe28bab61045e36/detection,6.23.40,fc924df8669014b3709b3baeb4439a978406688c9f160e48ffe28bab61045e36,awakeningapps@awakening.org,http://www.awakening.org,https://www.manageapps.net/privacy,,2021-01-20,,Fysical (BeaconsInSpace),,,,,,,,,,
Maher Zain,,Audio,Music & Audio,net.manageapps.app_97595,100000,Awakening Worldwide Ltd.,https://reports.exodus-privacy.eu.org/en/reports/net.manageapps.app_97595/latest/ ,https://play.google.com/store/apps/details?id=net.manageapps.app_97595,https://www.virustotal.com/gui/file/8e5aaa804190165f2e6946522c742e10ccf87acd7067b998663ed40e89ccb093/detection,6.23.34,8e5aaa804190165f2e6946522c742e10ccf87acd7067b998663ed40e89ccb093,awakeningapps@awakening.org,http://www.awakening.org,https://www.manageapps.net/privacy,,2021-01-20,,Fysical (BeaconsInSpace),,,,,,,,,,
